player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,4,WR
Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,4,WR
T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,4,WR
Ihmir Smith-MarsetteMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MarsetteMIN,4,WR
Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,4,WR
Danny AmendolaHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,4,WR
Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,4,WR
Russell GageATL,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,ATL,4,WR
Tee HigginsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,4,WR
Michael GallupDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,4,WR
Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,4,WR
Nico CollinsHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,4,WR
Andy IsabellaARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,4,WR
Jarvis LandryCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,4,WR
Davante AdamsGB,8.1,102.4,0.8,0.0,0.0,0.0,0.1,15.0,GB,5,WR
Tyreek HillKC,6.5,89.6,0.8,0.8,5.2,0.0,0.1,14.2,KC,5,WR
Cooper KuppLAR,7.3,92.9,0.8,0.3,1.2,0.0,0.1,14.1,LAR,5,WR
Justin JeffersonMIN,5.9,94.2,0.8,0.2,0.8,0.0,0.1,14.0,MIN,5,WR
Stefon DiggsBUF,7.0,88.8,0.7,0.1,0.4,0.0,0.1,12.9,BUF,5,WR
DJ MooreCAR,6.3,88.5,0.6,0.5,3.1,0.0,0.1,12.9,CAR,5,WR
Cordarrelle PattersonATL,3.9,46.7,0.7,6.6,23.1,0.3,0.1,12.8,ATL,5,WR
Deebo SamuelSF,6.4,85.4,0.5,1.1,7.2,0.0,0.1,12.5,SF,5,WR
A.J. BrownTEN,5.1,79.9,0.7,0.2,1.3,0.0,0.0,12.3,TEN,5,WR
Terry McLaurinWAS,6.0,85.1,0.6,0.0,0.3,0.0,0.1,12.0,LaurinWAS,5,WR
Adam ThielenMIN,5.2,70.1,0.8,0.2,0.6,0.0,0.1,11.7,MIN,5,WR
Mike EvansTB,5.1,76.4,0.7,0.0,0.0,0.0,0.0,11.6,TB,5,WR
CeeDee LambDAL,5.8,75.1,0.6,0.7,3.9,0.0,0.1,11.5,DAL,5,WR
Chris GodwinTB,5.4,73.7,0.6,0.2,1.0,0.0,0.0,11.3,TB,5,WR
Tyler LockettSEA,6.0,76.9,0.6,0.1,0.2,0.0,0.1,11.3,SEA,5,WR
Keenan AllenLAC,6.9,77.5,0.6,0.0,0.4,0.0,0.1,11.2,LAC,5,WR
DeAndre HopkinsARI,6.0,73.8,0.6,0.0,0.1,0.0,0.1,11.1,ARI,5,WR
D.K. MetcalfSEA,5.4,77.6,0.5,0.0,0.2,0.0,0.1,10.8,SEA,5,WR
Marvin Jones Jr.JAC,5.0,69.1,0.6,0.0,0.0,0.0,0.0,10.5,JAC,5,WR
Mike WilliamsLAC,4.9,69.1,0.6,0.0,0.1,0.0,0.0,10.5,LAC,5,WR
Ja'Marr ChaseCIN,4.9,68.0,0.6,0.2,0.9,0.0,0.0,10.4,CIN,5,WR
Marquise BrownBAL,4.5,65.0,0.6,0.3,1.4,0.0,0.0,10.4,BAL,5,WR
Kenny GolladayNYG,4.9,75.6,0.5,0.0,0.0,0.0,0.0,10.4,NYG,5,WR
Diontae JohnsonPIT,6.3,68.6,0.5,0.2,1.1,0.0,0.1,10.0,PIT,5,WR
Amari CooperDAL,5.4,69.4,0.5,0.1,0.6,0.0,0.1,9.8,DAL,5,WR
Brandin CooksHOU,6.0,79.9,0.3,0.2,1.2,0.0,0.1,9.6,HOU,5,WR
Robert WoodsLAR,4.7,57.4,0.5,1.2,6.8,0.0,0.1,9.4,LAR,5,WR
Jakobi MeyersNE,5.9,69.8,0.4,0.1,0.4,0.0,0.1,9.4,NE,5,WR
Tyler BoydCIN,5.6,63.4,0.5,0.2,1.0,0.0,0.1,9.3,CIN,5,WR
Allen Robinson IICHI,5.0,62.7,0.5,0.0,0.0,0.0,0.1,9.3,ICHI,5,WR
Corey DavisNYJ,4.4,63.2,0.5,0.0,0.2,0.0,0.0,9.1,NYJ,5,WR
Michael Pittman Jr.IND,5.1,64.1,0.4,0.3,1.5,0.0,0.1,9.1,IND,5,WR
Odell Beckham Jr.LAR,4.4,61.4,0.4,0.4,2.7,0.0,0.0,9.0,LAR,5,WR
Tee HigginsCIN,4.6,62.6,0.5,0.2,0.8,0.0,0.1,8.9,CIN,5,WR
Emmanuel SandersBUF,4.6,59.0,0.5,0.1,0.5,0.0,0.0,8.8,BUF,5,WR
DeVonta SmithPHI,4.5,61.1,0.4,0.1,0.5,0.0,0.0,8.7,PHI,5,WR
Laviska Shenault Jr.JAC,4.8,55.8,0.4,1.0,5.0,0.0,0.0,8.6,JAC,5,WR
Courtland SuttonDEN,4.9,68.9,0.2,0.2,0.8,0.0,0.0,8.4,DEN,5,WR
Jaylen WaddleMIA,5.8,65.3,0.3,0.1,0.8,0.0,0.1,8.2,MIA,5,WR
Hunter RenfrowLV,4.5,55.0,0.5,0.0,0.0,0.0,0.0,8.1,LV,5,WR
Chase ClaypoolPIT,4.3,56.2,0.3,0.5,2.5,0.0,0.0,7.9,PIT,5,WR
Cole BeasleyBUF,5.1,57.0,0.3,0.0,0.0,0.0,0.0,7.7,BUF,5,WR
Robby AndersonCAR,4.4,55.0,0.3,0.3,2.0,0.0,0.0,7.6,CAR,5,WR
Tim PatrickDEN,4.3,58.1,0.3,0.1,0.8,0.0,0.0,7.4,DEN,5,WR
A.J. GreenARI,3.5,45.9,0.4,0.0,0.0,0.0,0.0,7.2,ARI,5,WR
Jamison CrowderNYJ,4.2,49.7,0.3,0.2,0.7,0.0,0.0,7.0,NYJ,5,WR
Kadarius ToneyNYG,4.2,52.4,0.2,0.5,3.0,0.0,0.0,6.9,NYG,5,WR
Darnell MooneyCHI,4.3,53.0,0.2,0.4,1.9,0.0,0.0,6.9,CHI,5,WR
Brandon AiyukSF,3.6,43.4,0.3,0.5,3.6,0.0,0.0,6.6,SF,5,WR
Marquez CallawayNO,3.7,49.4,0.2,0.1,0.6,0.0,0.0,6.5,NO,5,WR
Randall CobbGB,3.3,39.5,0.4,0.2,0.9,0.0,0.0,6.4,GB,5,WR
Nelson AgholorNE,3.4,47.0,0.3,0.3,1.5,0.0,0.0,6.4,NE,5,WR
Van JeffersonLAR,3.2,43.8,0.3,0.0,0.1,0.0,0.0,6.2,LAR,5,WR
Olamide ZaccheausATL,3.5,47.7,0.2,0.1,0.0,0.0,0.0,6.1,ATL,5,WR
Christian KirkARI,3.5,44.1,0.3,0.2,1.1,0.0,0.0,6.1,ARI,5,WR
Curtis SamuelWAS,3.5,40.4,0.2,1.2,5.9,0.0,0.0,6.0,WAS,5,WR
Anthony MillerPIT,4.4,47.0,0.2,0.1,1.0,0.0,0.0,6.0,PIT,5,WR
Sammy WatkinsBAL,3.3,45.6,0.2,0.1,0.2,0.0,0.0,6.0,BAL,5,WR
Quintez CephusDET,3.2,47.1,0.2,0.0,0.0,0.0,0.0,5.9,DET,5,WR
Zach PascalIND,3.2,42.9,0.2,0.0,0.1,0.0,0.0,5.7,IND,5,WR
K.J. OsbornMIN,2.9,40.2,0.2,0.2,1.2,0.0,0.0,5.6,MIN,5,WR
Deonte HartyNO,3.4,40.4,0.2,0.3,1.6,0.0,0.1,5.5,NO,5,WR
Kalif RaymondDET,3.0,43.4,0.2,0.0,0.4,0.0,0.0,5.4,DET,5,WR
Mecole HardmanKC,2.8,36.1,0.2,0.6,3.7,0.0,0.0,5.3,KC,5,WR
Allen LazardGB,3.0,40.5,0.2,0.1,0.6,0.0,0.0,5.3,GB,5,WR
Terrace Marshall Jr.CAR,3.2,38.8,0.2,0.0,0.2,0.0,0.0,4.9,CAR,5,WR
Jalen ReagorPHI,3.2,37.1,0.2,0.3,1.6,0.0,0.0,4.9,PHI,5,WR
Josh ReynoldsDET,2.9,37.4,0.2,0.0,0.3,0.0,0.0,4.8,DET,5,WR
Bryan EdwardsLV,2.3,36.7,0.2,0.0,0.0,0.0,0.0,4.8,LV,5,WR
Chester RogersTEN,3.1,36.7,0.2,0.0,0.3,0.0,0.0,4.7,TEN,5,WR
Rondale MooreARI,2.6,32.6,0.2,0.8,4.6,0.0,0.0,4.7,ARI,5,WR
Amon-Ra St. BrownDET,3.0,37.3,0.2,0.0,0.1,0.0,0.0,4.7,DET,5,WR
John RossNYG,2.4,34.3,0.2,0.0,0.1,0.0,0.0,4.6,NYG,5,WR
Tajae SharpeATL,2.6,33.6,0.2,0.0,0.0,0.0,0.0,4.6,ATL,5,WR
Danny AmendolaHOU,3.0,33.0,0.2,0.0,0.0,0.0,0.0,4.5,HOU,5,WR
Kendrick BourneNE,2.5,33.3,0.2,0.0,0.5,0.0,0.0,4.4,NE,5,WR
Isaiah FordMIA,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.4,MIA,5,WR
Rashard HigginsCLE,2.4,35.5,0.1,0.0,0.0,0.0,0.0,4.4,CLE,5,WR
Elijah MooreNYJ,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.2,NYJ,5,WR
Adam HumphriesWAS,3.1,32.9,0.2,0.0,0.1,0.0,0.0,4.2,WAS,5,WR
Cedrick Wilson Jr.DAL,2.3,27.4,0.2,0.1,0.6,0.0,0.0,4.2,DAL,5,WR
Braxton BerriosNYJ,2.5,29.1,0.2,0.3,2.2,0.0,0.0,4.1,NYJ,5,WR
Chris ConleyHOU,2.5,32.5,0.1,0.0,0.2,0.0,0.0,4.0,HOU,5,WR
DeSean JacksonLV,1.7,29.7,0.2,0.0,0.2,0.0,0.0,3.9,LV,5,WR
Quez WatkinsPHI,2.3,31.5,0.1,0.0,0.1,0.0,0.0,3.8,PHI,5,WR
Freddie SwainSEA,2.2,26.0,0.1,0.4,2.2,0.0,0.0,3.7,SEA,5,WR
Parris CampbellIND,2.4,28.1,0.1,0.1,0.8,0.0,0.0,3.7,IND,5,WR
Albert WilsonMIA,2.9,29.3,0.1,0.1,0.4,0.0,0.0,3.6,MIA,5,WR
Josh GordonKC,2.0,25.9,0.2,0.0,0.0,0.0,0.0,3.6,KC,5,WR
Preston WilliamsMIA,2.1,26.6,0.1,0.0,0.0,0.0,0.0,3.5,MIA,5,WR
Tavon AustinJAC,2.0,23.3,0.2,0.1,0.5,0.0,0.0,3.4,JAC,5,WR
Keelan Cole Sr.NYJ,1.7,25.5,0.1,0.0,0.1,0.0,0.0,3.4,NYJ,5,WR
Kendall HintonDEN,1.8,20.9,0.2,0.3,2.1,0.0,0.0,3.3,DEN,5,WR
Kenny StillsNO,1.5,21.2,0.1,0.2,1.3,0.0,0.0,3.0,NO,5,WR
Marquise GoodwinCHI,1.7,23.9,0.1,0.3,1.4,0.0,0.0,3.0,CHI,5,WR
Jalen GuytonLAC,1.5,21.1,0.1,0.5,2.6,0.0,0.0,2.9,LAC,5,WR
Mohamed Sanu Sr.SF,2.0,21.3,0.1,0.0,0.0,0.0,0.0,2.9,SF,5,WR
Donovan Peoples-JonesCLE,1.7,23.7,0.1,0.1,0.5,0.0,0.1,2.8,JonesCLE,5,WR
Ty MontgomeryNO,1.8,17.5,0.1,0.6,2.7,0.0,0.0,2.7,NO,5,WR
Gabriel DavisBUF,1.1,18.0,0.1,0.0,0.0,0.0,0.0,2.6,BUF,5,WR
James Proche IIBAL,1.3,18.9,0.1,0.1,0.2,0.0,0.0,2.6,IBAL,5,WR
Demarcus RobinsonKC,1.5,18.8,0.1,0.0,0.0,0.0,0.0,2.6,KC,5,WR
Collin JohnsonNYG,1.4,17.5,0.1,0.0,0.0,0.0,0.0,2.4,NYG,5,WR
Cameron BatsonTEN,1.3,15.0,0.1,0.1,0.4,0.0,0.0,2.2,TEN,5,WR
Tyron JohnsonLV,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.1,LV,5,WR
Trinity BensonDET,1.4,17.0,0.1,0.0,0.0,0.0,0.0,2.1,DET,5,WR
N'Keal HarryNE,1.3,15.5,0.1,0.2,1.0,0.0,0.0,2.1,NE,5,WR
Trenton IrwinCIN,1.3,15.0,0.1,0.0,0.0,0.0,0.0,2.1,CIN,5,WR
Devin DuvernayBAL,1.2,13.6,0.1,0.1,0.6,0.0,0.0,2.0,BAL,5,WR
C.J. BoardNYG,1.1,13.7,0.1,0.1,0.5,0.0,0.0,1.9,NYG,5,WR
Christian BlakeATL,1.3,14.2,0.1,0.0,0.0,0.0,0.0,1.9,ATL,5,WR
Frank DarbyATL,1.0,13.1,0.1,0.0,0.2,0.0,0.0,1.8,ATL,5,WR
Damiere ByrdCHI,1.3,14.7,0.1,0.0,0.1,0.0,0.0,1.8,CHI,5,WR
Byron PringleKC,1.0,13.3,0.1,0.0,0.0,0.0,0.0,1.8,KC,5,WR
Tyler JohnsonTB,0.9,12.6,0.1,0.0,0.1,0.0,0.0,1.8,TB,5,WR
Andre RobertsLAC,1.2,13.9,0.1,0.0,0.2,0.0,0.0,1.8,LAC,5,WR
Trent SherfieldSF,1.2,13.2,0.1,0.0,0.1,0.0,0.0,1.8,SF,5,WR
Brandon ZylstraCAR,0.9,12.9,0.1,0.0,0.3,0.0,0.0,1.6,CAR,5,WR
Anthony SchwartzCLE,1.0,12.3,0.1,0.0,0.4,0.0,0.0,1.6,CLE,5,WR
Travis BenjaminSF,1.1,12.7,0.0,0.0,0.6,0.0,0.0,1.6,SF,5,WR
KhaDarel HodgeDET,0.8,11.4,0.1,0.0,0.0,0.0,0.0,1.5,DET,5,WR
Amari RodgersGB,0.8,10.8,0.1,0.0,0.2,0.0,0.0,1.4,GB,5,WR
Dede WestbrookMIN,0.7,8.8,0.1,0.3,1.1,0.0,0.0,1.4,MIN,5,WR
Mack HollinsMIA,0.9,11.2,0.0,0.0,0.0,0.0,0.0,1.4,MIA,5,WR
Phillip Dorsett IIHOU,0.7,10.7,0.0,0.0,0.5,0.0,0.0,1.4,IHOU,5,WR
DeAndre CarterWAS,0.7,9.6,0.0,0.3,1.2,0.0,0.0,1.3,WAS,5,WR
Greg WardPHI,0.9,9.4,0.1,0.0,0.0,0.0,0.0,1.3,PHI,5,WR
Jamal AgnewJAC,0.6,8.0,0.0,0.4,2.0,0.0,0.0,1.3,JAC,5,WR
Antonio Gandy-GoldenWAS,0.8,9.4,0.1,0.0,0.6,0.0,0.0,1.3,GoldenWAS,5,WR
Davion DavisHOU,0.9,10.5,0.0,0.0,0.0,0.0,0.0,1.3,HOU,5,WR
Auden TateCIN,0.8,9.9,0.0,0.0,0.0,0.0,0.0,1.3,CIN,5,WR
Isaiah McKenzieBUF,0.5,5.3,0.1,0.5,2.9,0.0,0.0,1.2,KenzieBUF,5,WR
Diontae SpencerDEN,0.9,9.6,0.0,0.0,0.2,0.0,0.0,1.2,DEN,5,WR
Mike StrachanIND,0.7,7.9,0.1,0.0,0.1,0.0,0.0,1.2,IND,5,WR
Penny HartSEA,0.6,8.1,0.1,0.0,0.1,0.0,0.0,1.1,SEA,5,WR
Noah BrownDAL,0.9,9.7,0.0,0.0,0.2,0.0,0.0,1.1,DAL,5,WR
Marcus JohnsonTEN,0.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0,TEN,5,WR
Tyrie ClevelandDEN,0.7,7.2,0.0,0.0,0.1,0.0,0.0,1.0,DEN,5,WR
Zay JonesLV,0.5,6.8,0.0,0.0,0.0,0.0,0.0,0.9,LV,5,WR
Chris MooreHOU,0.5,6.9,0.0,0.0,0.2,0.0,0.0,0.9,HOU,5,WR
Ashton DulinIND,0.5,6.5,0.0,0.1,0.5,0.0,0.0,0.9,IND,5,WR
Ray-Ray McCloudPIT,0.7,7.0,0.0,0.1,0.1,0.0,0.0,0.8,CloudPIT,5,WR
Equanimeous St. BrownGB,0.5,5.6,0.0,0.0,0.2,0.0,0.0,0.8,GB,5,WR
Malik TurnerDAL,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7,DAL,5,WR
Denzel MimsNYJ,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7,NYJ,5,WR
Andy IsabellaARI,0.2,4.5,0.0,0.0,0.1,0.0,0.0,0.6,ARI,5,WR
Alex EricksonCAR,0.3,3.7,0.0,0.1,0.5,0.0,0.0,0.5,CAR,5,WR
Jake KumerowBUF,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.5,BUF,5,WR
Malik TaylorGB,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5,GB,5,WR
Ben SkowronekLAR,0.3,3.8,0.0,0.0,0.2,0.0,0.0,0.5,LAR,5,WR
Tutu AtwellLAR,0.2,3.2,0.0,0.0,0.3,0.0,0.0,0.4,LAR,5,WR
Joshua PalmerLAC,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4,LAC,5,WR
Jaydon MickensJAC,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4,JAC,5,WR
J.J. Arcega-WhitesidePHI,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4,WhitesidePHI,5,WR
Dax MilneWAS,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4,WAS,5,WR
Gunner OlszewskiNE,0.1,2.6,0.0,0.1,0.3,0.0,0.0,0.3,NE,5,WR
Stanley Morgan Jr.CIN,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3,CIN,5,WR
Matthew SlaterNE,0.1,2.6,0.0,0.0,0.2,0.0,0.0,0.3,NE,5,WR
Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,ARI,5,WR
Cody ThompsonSEA,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,SEA,5,WR
Marcus KempKC,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,KC,5,WR
Jauan JenningsSF,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,SF,5,WR
Tylan WallaceBAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,BAL,5,WR
Davante AdamsGB,7.9,105.2,0.8,0.0,0.0,0.0,0.1,15.1,GB,6,WR
Tyreek HillKC,6.5,91.7,0.8,1.0,6.1,0.0,0.1,14.7,KC,6,WR
Cooper KuppLAR,7.1,88.6,0.8,0.3,1.2,0.0,0.1,13.6,LAR,6,WR
Stefon DiggsBUF,6.4,87.9,0.7,0.0,0.2,0.0,0.1,12.8,BUF,6,WR
Terry McLaurinWAS,6.1,86.0,0.7,0.0,0.3,0.0,0.1,12.6,LaurinWAS,6,WR
DJ MooreCAR,6.3,87.4,0.6,0.5,3.1,0.0,0.1,12.5,CAR,6,WR
Ja'Marr ChaseCIN,5.1,78.7,0.7,0.3,1.2,0.0,0.0,12.0,CIN,6,WR
Justin JeffersonMIN,5.7,84.1,0.6,0.0,0.2,0.0,0.1,11.7,MIN,6,WR
Diontae JohnsonPIT,6.8,79.5,0.6,0.1,0.6,0.0,0.1,11.7,PIT,6,WR
Marquise BrownBAL,5.4,72.7,0.7,0.2,1.2,0.0,0.0,11.3,BAL,6,WR
DeAndre HopkinsARI,6.0,75.5,0.6,0.0,0.1,0.0,0.1,11.3,ARI,6,WR
Mike EvansTB,5.1,73.1,0.7,0.0,0.0,0.0,0.0,11.2,TB,6,WR
Mike WilliamsLAC,5.1,73.5,0.6,0.0,0.1,0.0,0.0,11.0,LAC,6,WR
D.K. MetcalfSEA,5.2,77.7,0.6,0.0,0.2,0.0,0.1,11.0,SEA,6,WR
DeVonta SmithPHI,5.5,75.8,0.6,0.1,0.3,0.0,0.1,10.8,PHI,6,WR
Brandin CooksHOU,5.8,78.4,0.5,0.3,1.3,0.0,0.0,10.8,HOU,6,WR
Keenan AllenLAC,6.7,75.5,0.5,0.0,0.3,0.0,0.1,10.7,LAC,6,WR
Robert WoodsLAR,5.6,65.6,0.5,1.2,6.6,0.1,0.1,10.4,LAR,6,WR
Courtland SuttonDEN,5.4,73.1,0.5,0.0,0.1,0.0,0.1,10.3,DEN,6,WR
Chris GodwinTB,5.4,69.8,0.5,0.1,0.5,0.0,0.1,10.3,TB,6,WR
Amari CooperDAL,4.9,66.5,0.6,0.1,0.7,0.0,0.1,10.2,DAL,6,WR
CeeDee LambDAL,5.3,71.4,0.5,0.7,3.9,0.0,0.1,10.2,DAL,6,WR
Chase ClaypoolPIT,4.8,69.5,0.4,0.5,2.7,0.0,0.0,9.9,PIT,6,WR
A.J. BrownTEN,4.7,64.4,0.6,0.3,1.5,0.0,0.0,9.9,TEN,6,WR
Adam ThielenMIN,4.9,60.4,0.6,0.1,0.3,0.0,0.0,9.9,MIN,6,WR
Emmanuel SandersBUF,4.6,61.0,0.6,0.1,0.5,0.0,0.0,9.6,BUF,6,WR
Michael Pittman Jr.IND,5.1,65.4,0.5,0.2,1.1,0.0,0.0,9.5,IND,6,WR
Preston WilliamsMIA,4.0,63.0,0.5,0.0,0.0,0.0,0.0,9.3,MIA,6,WR
Marvin Jones Jr.JAC,4.7,66.8,0.4,0.0,0.0,0.0,0.0,9.2,JAC,6,WR
Tyler LockettSEA,5.7,72.5,0.3,0.1,0.2,0.0,0.1,9.1,SEA,6,WR
Tyler BoydCIN,5.1,61.7,0.5,0.1,0.9,0.0,0.1,8.9,CIN,6,WR
Jaylen WaddleMIA,5.6,65.8,0.4,0.4,2.5,0.0,0.1,8.9,MIA,6,WR
Kadarius ToneyNYG,5.0,62.0,0.4,0.6,3.4,0.0,0.0,8.8,NYG,6,WR
Tim PatrickDEN,4.6,58.7,0.5,0.1,0.7,0.0,0.0,8.7,DEN,6,WR
Tee HigginsCIN,4.6,61.9,0.4,0.1,0.4,0.0,0.1,8.7,CIN,6,WR
Jakobi MeyersNE,6.0,71.9,0.2,0.1,0.1,0.0,0.0,8.4,NE,6,WR
Laviska Shenault Jr.JAC,4.4,54.3,0.4,1.0,4.9,0.0,0.0,8.3,JAC,6,WR
Odell Beckham Jr.LAR,4.1,61.0,0.3,0.4,2.9,0.0,0.0,8.3,LAR,6,WR
Julio JonesTEN,4.6,61.5,0.3,0.0,0.0,0.0,0.0,7.8,TEN,6,WR
Jarvis LandryCLE,4.0,46.0,0.5,0.0,0.0,0.0,0.0,7.6,CLE,6,WR
Cole BeasleyBUF,4.7,53.7,0.4,0.0,0.0,0.0,0.0,7.5,BUF,6,WR
Allen Robinson IICHI,4.7,56.3,0.3,0.0,0.0,0.0,0.0,7.4,ICHI,6,WR
Sterling ShepardNYG,5.2,57.1,0.2,0.3,1.7,0.0,0.1,7.2,NYG,6,WR
Robby AndersonCAR,4.2,52.9,0.3,0.3,1.7,0.0,0.0,7.1,CAR,6,WR
Hunter RenfrowLV,4.7,53.7,0.3,0.0,0.0,0.0,0.0,7.0,LV,6,WR
Mecole HardmanKC,3.6,47.0,0.3,0.6,3.9,0.0,0.0,6.9,KC,6,WR
Amon-Ra St. BrownDET,4.4,54.2,0.2,0.0,0.1,0.0,0.1,6.6,DET,6,WR
Darnell MooneyCHI,4.1,49.8,0.2,0.4,2.0,0.0,0.0,6.6,CHI,6,WR
Rondale MooreARI,3.1,38.8,0.3,1.0,6.1,0.0,0.0,6.5,ARI,6,WR
Nelson AgholorNE,3.9,49.5,0.2,0.2,1.1,0.0,0.0,6.4,NE,6,WR
Kalif RaymondDET,3.2,47.0,0.2,0.1,0.4,0.0,0.0,6.1,DET,6,WR
A.J. GreenARI,3.2,44.2,0.2,0.0,0.0,0.0,0.0,5.8,ARI,6,WR
Christian KirkARI,3.3,42.6,0.2,0.2,1.4,0.0,0.0,5.7,ARI,6,WR
Jalen ReagorPHI,3.6,42.4,0.2,0.1,1.0,0.0,0.0,5.5,PHI,6,WR
Van JeffersonLAR,3.0,39.7,0.2,0.0,0.1,0.0,0.0,5.4,LAR,6,WR
Randall CobbGB,3.1,39.9,0.2,0.1,0.4,0.0,0.0,5.4,GB,6,WR
Allen LazardGB,2.8,38.5,0.2,0.1,0.5,0.0,0.0,5.3,GB,6,WR
T.Y. HiltonIND,2.8,37.9,0.2,0.0,0.0,0.0,0.0,5.3,IND,6,WR
Zach PascalIND,2.7,36.3,0.3,0.0,0.1,0.0,0.0,5.1,IND,6,WR
Kendrick BourneNE,2.8,37.2,0.2,0.1,0.9,0.0,0.0,4.9,NE,6,WR
Danny AmendolaHOU,3.0,36.0,0.2,0.0,0.0,0.0,0.0,4.8,HOU,6,WR
Quez WatkinsPHI,2.7,37.9,0.1,0.0,0.1,0.0,0.0,4.6,PHI,6,WR
K.J. OsbornMIN,2.8,35.1,0.2,0.1,0.7,0.0,0.0,4.6,MIN,6,WR
Terrace Marshall Jr.CAR,3.0,35.9,0.2,0.0,0.1,0.0,0.0,4.4,CAR,6,WR
Bryan EdwardsLV,2.4,35.8,0.1,0.0,0.0,0.0,0.0,4.4,LV,6,WR
Albert WilsonMIA,2.8,31.5,0.2,0.0,0.5,0.0,0.0,4.1,MIA,6,WR
Rashard HigginsCLE,2.2,31.1,0.2,0.0,0.0,0.0,0.0,4.0,CLE,6,WR
Adam HumphriesWAS,2.9,32.0,0.1,0.0,0.1,0.0,0.0,4.0,WAS,6,WR
John RossNYG,2.1,29.6,0.2,0.0,0.2,0.0,0.0,4.0,NYG,6,WR
Jalen GuytonLAC,1.8,27.5,0.1,0.5,2.5,0.0,0.0,3.9,LAC,6,WR
KhaDarel HodgeDET,2.3,31.2,0.1,0.0,0.0,0.0,0.0,3.9,DET,6,WR
James WashingtonPIT,2.2,30.7,0.1,0.0,0.0,0.0,0.0,3.8,PIT,6,WR
Dyami BrownWAS,2.1,27.8,0.2,0.1,0.6,0.0,0.0,3.8,WAS,6,WR
Cedrick Wilson Jr.DAL,2.0,26.3,0.2,0.1,0.8,0.0,0.0,3.8,DAL,6,WR
Chris ConleyHOU,2.1,29.6,0.1,0.0,0.2,0.0,0.0,3.8,HOU,6,WR
Rashod BatemanBAL,2.3,28.8,0.1,0.0,0.4,0.0,0.0,3.7,BAL,6,WR
Donovan Peoples-JonesCLE,2.2,30.0,0.1,0.0,0.1,0.0,0.1,3.6,JonesCLE,6,WR
DeSean JacksonLV,1.7,26.4,0.2,0.0,0.1,0.0,0.0,3.6,LV,6,WR
Nico CollinsHOU,1.9,25.6,0.1,0.0,0.2,0.0,0.0,3.4,HOU,6,WR
Tavon AustinJAC,2.3,26.8,0.1,0.0,0.3,0.0,0.0,3.4,JAC,6,WR
Devin DuvernayBAL,2.3,26.7,0.1,0.1,0.6,0.0,0.0,3.4,BAL,6,WR
Kendall HintonDEN,1.7,20.6,0.2,0.2,1.2,0.0,0.0,3.3,DEN,6,WR
Freddie SwainSEA,2.0,24.7,0.1,0.3,1.6,0.0,0.0,3.2,SEA,6,WR
Chris MooreHOU,1.8,25.0,0.1,0.0,0.1,0.0,0.0,3.2,HOU,6,WR
Darius SlaytonNYG,2.0,28.5,0.1,0.0,0.0,0.0,0.0,3.2,NYG,6,WR
Demarcus RobinsonKC,1.7,20.9,0.2,0.0,0.0,0.0,0.0,3.1,KC,6,WR
Josh GordonKC,1.4,21.1,0.2,0.0,0.1,0.0,0.0,3.1,KC,6,WR
Tyler JohnsonTB,1.5,20.7,0.1,0.0,0.1,0.0,0.0,2.9,TB,6,WR
