player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,position,week,year
Patrick Ricard,0.2,0.4,0.0,1.0,7.7,0.1,0.0,1.2,BAL,RB,4,2021
Benny Snell Jr.,1.8,7.4,0.0,0.2,1.6,0.0,0.0,1.2,PIT,RB,4,2021
Keith Smith,1.0,3.5,0.0,0.8,6.4,0.0,0.0,1.2,ATL,RB,4,2021
DeeJay Dallas,1.2,4.9,0.1,0.4,2.8,0.0,0.0,1.1,SEA,RB,4,2021
Rex Burkhead,0.7,3.7,0.0,0.7,5.6,0.0,0.0,1.1,HOU,RB,4,2021
Alec Ingold,0.3,0.8,0.0,0.7,6.1,0.1,0.0,1.1,LV,RB,4,2021
Ameer Abdullah,1.4,5.8,0.0,0.4,3.2,0.0,0.1,1.0,CAR,RB,4,2021
Kylin Hill,1.4,6.7,0.0,0.2,1.6,0.0,0.0,1.0,GB,RB,4,2021
Boston Scott,0.8,4.4,0.0,0.3,2.8,0.0,0.0,1.0,PHI,RB,4,2021
Darrynton Evans,1.1,4.4,0.0,0.4,2.7,0.0,0.0,1.0,TEN,RB,4,2021
C.J. Ham,0.4,1.2,0.0,0.6,5.5,0.0,0.0,1.0,MIN,RB,4,2021
Jaret Patterson,0.8,4.2,0.0,0.2,1.8,0.0,0.0,0.8,WAS,RB,4,2021
Devontae Booker,1.0,4.9,0.0,0.3,2.0,0.0,0.0,0.8,NYG,RB,4,2021
Kalen Ballage,0.7,4.3,0.0,0.3,1.2,0.0,0.0,0.8,PIT,RB,4,2021
Jerick McKinnon,0.8,3.5,0.0,0.4,3.1,0.0,0.0,0.8,KC,RB,4,2021
Derek Watt,0.8,2.2,0.0,0.3,2.6,0.0,0.0,0.8,PIT,RB,4,2021
Damarea Crockett,0.6,3.2,0.0,0.3,2.5,0.0,0.0,0.7,DEN,RB,4,2021
Gabe Nabers,1.0,2.4,0.0,0.3,2.2,0.0,0.0,0.7,LAC,RB,4,2021
Khalil Herbert,0.7,3.2,0.0,0.2,1.6,0.0,0.0,0.7,CHI,RB,4,2021
Khari Blasingame,1.0,4.0,0.0,0.2,3.0,0.0,0.0,0.7,TEN,RB,4,2021
Taiwan Jones,0.7,3.0,0.0,0.2,2.8,0.0,0.0,0.7,BUF,RB,4,2021
Joshua Kelley,1.0,3.7,0.1,0.0,0.1,0.0,0.0,0.7,LAC,RB,4,2021
Wayne Gallman Jr.,0.9,3.4,0.0,0.1,1.1,0.0,0.0,0.6,MIN,RB,4,2021
Alex Armah Jr.,0.8,2.2,0.0,0.3,3.0,0.0,0.0,0.6,WAS,RB,4,2021
Giovanni Ricci,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.6,CAR,RB,4,2021
D'Ernest Johnson,0.7,2.7,0.0,0.2,2.0,0.0,0.0,0.6,CLE,RB,4,2021
Corey Clement,0.7,3.2,0.0,0.1,1.0,0.0,0.0,0.6,DAL,RB,4,2021
Jason Cabinda,1.5,3.1,0.0,0.2,2.4,0.0,0.0,0.6,DET,RB,4,2021
Elijhaa Penny,1.0,2.9,0.0,0.2,1.5,0.0,0.0,0.5,NYG,RB,4,2021
Andy Janovich,0.4,0.1,0.0,0.2,2.2,0.0,0.0,0.4,CLE,RB,4,2021
Jakob Johnson,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.4,NE,RB,4,2021
Marlon Mack,0.4,1.6,0.0,0.2,1.5,0.0,0.0,0.4,IND,RB,4,2021
Nick Bellore,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4,SEA,RB,4,2021
Spencer Brown,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.4,BUF,RB,4,2021
Dwayne Washington,0.4,0.7,0.0,0.2,2.8,0.0,0.0,0.4,NO,RB,4,2021
Ke'Shawn Vaughn,0.5,2.0,0.0,0.2,1.5,0.0,0.0,0.4,TB,RB,4,2021
Michael Burton,0.3,0.6,0.0,0.3,2.0,0.0,0.0,0.3,KC,RB,4,2021
Mekhi Sargent,0.4,1.5,0.0,0.1,1.5,0.0,0.0,0.3,JAC,RB,4,2021
Cullen Gillaspia,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3,NYG,RB,4,2021
Godwin Igwebuike,0.3,0.7,0.0,0.0,0.7,0.0,0.0,0.1,DET,RB,4,2021
Reggie Gilliam,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,RB,4,2021
James White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,RB,4,2021
La'Mical Perine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,RB,4,2021
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,RB,4,2021
Giovani Bernard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,RB,4,2021
Derrick Gore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,RB,4,2021
Patrick Taylor Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,RB,4,2021
Tarik Cohen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,RB,4,2021
JaQuan Hardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,RB,4,2021
Dexter Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,RB,4,2021
Anthony McFarland Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,RB,4,2021
Kene Nwangwu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,RB,4,2021
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,RB,4,2021
Rashaad Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,RB,4,2021
Travis Etienne Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,RB,4,2021
Antonio Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,RB,4,2021
Matt Breida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,RB,4,2021
Trayveon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,RB,4,2021
Caleb Huntley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,RB,4,2021
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,RB,4,2021
Gerrid Doaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,RB,4,2021
Mike Boone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,RB,4,2021
Jonathan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,RB,4,2021
Eno Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,RB,4,2021
Derrick Henry,25.7,115.6,0.9,2.5,22.4,0.1,0.2,19.0,TEN,RB,5,2021
Alvin Kamara,18.3,79.2,0.6,4.3,35.9,0.3,0.1,16.5,NO,RB,5,2021
Aaron Jones,15.1,69.4,0.6,3.4,28.7,0.2,0.1,14.7,GB,RB,5,2021
Alexander Mattison,18.3,79.3,0.6,2.5,24.3,0.1,0.1,14.6,MIN,RB,5,2021
Austin Ekeler,13.8,59.1,0.4,4.9,42.1,0.3,0.1,14.3,LAC,RB,5,2021
Ezekiel Elliott,16.8,74.2,0.7,2.4,20.1,0.1,0.1,14.1,DAL,RB,5,2021
Saquon Barkley,15.0,65.9,0.5,4.2,32.4,0.2,0.1,13.8,NYG,RB,5,2021
Nick Chubb,16.1,83.7,0.7,1.6,11.4,0.0,0.1,13.4,CLE,RB,5,2021
Damien Williams,14.9,64.6,0.6,3.3,24.4,0.1,0.1,13.0,CHI,RB,5,2021
James Robinson,15.2,65.1,0.6,3.1,25.1,0.1,0.1,13.0,JAC,RB,5,2021
Najee Harris,15.8,58.2,0.4,4.8,35.6,0.2,0.1,12.8,PIT,RB,5,2021
Darrell Henderson Jr.,15.5,66.6,0.6,2.4,20.5,0.1,0.1,12.6,LAR,RB,5,2021
Damien Harris,17.0,76.8,0.6,1.3,11.4,0.0,0.1,12.3,NE,RB,5,2021
D'Andre Swift,10.6,44.9,0.3,5.2,43.3,0.3,0.1,12.2,DET,RB,5,2021
Jonathan Taylor,14.8,66.7,0.5,2.5,19.9,0.1,0.1,12.0,IND,RB,5,2021
Leonard Fournette,14.4,57.7,0.5,3.3,25.0,0.1,0.1,11.8,TB,RB,5,2021
Josh Jacobs,15.5,61.1,0.6,1.9,14.5,0.0,0.1,11.3,LV,RB,5,2021
Clyde Edwards-Helaire,14.2,59.9,0.5,2.1,18.0,0.1,0.1,11.2,KC,RB,5,2021
Alex Collins,13.3,56.9,0.6,1.7,13.8,0.1,0.1,11.1,SEA,RB,5,2021
Antonio Gibson,14.9,59.2,0.5,2.2,18.9,0.1,0.1,11.0,WAS,RB,5,2021
Cordarrelle Patterson,6.9,29.1,0.2,4.4,43.4,0.4,0.1,10.4,ATL,RB,5,2021
Chuba Hubbard,14.6,58.2,0.4,2.2,17.1,0.1,0.1,10.1,CAR,RB,5,2021
Dalvin Cook,10.0,46.5,0.5,1.5,14.0,0.2,0.0,10.0,MIN,RB,5,2021
Mike Davis,13.1,48.3,0.4,3.2,22.6,0.1,0.1,9.9,ATL,RB,5,2021
Melvin Gordon III,12.3,52.8,0.5,2.1,14.9,0.1,0.1,9.9,DEN,RB,5,2021
Latavius Murray,14.2,56.6,0.6,1.0,7.3,0.0,0.1,9.9,BAL,RB,5,2021
Zack Moss,11.1,47.8,0.5,1.4,11.2,0.1,0.1,9.5,BUF,RB,5,2021
Joe Mixon,12.1,54.0,0.4,2.0,14.4,0.1,0.1,9.4,CIN,RB,5,2021
Chase Edmonds,9.0,40.0,0.2,3.9,31.1,0.2,0.1,9.4,ARI,RB,5,2021
Kareem Hunt,9.2,43.0,0.3,3.0,25.0,0.1,0.1,9.2,CLE,RB,5,2021
Miles Sanders,11.8,54.1,0.3,2.3,19.4,0.1,0.1,9.2,PHI,RB,5,2021
Michael Carter,12.4,50.3,0.3,2.0,15.8,0.1,0.1,8.7,NYJ,RB,5,2021
James Conner,12.3,46.9,0.5,1.0,8.0,0.0,0.1,8.2,ARI,RB,5,2021
Elijah Mitchell,10.0,47.6,0.3,1.4,12.1,0.0,0.1,8.1,SF,RB,5,2021
Jamaal Williams,9.9,41.5,0.2,2.7,19.3,0.1,0.1,7.7,DET,RB,5,2021
Tony Pollard,8.2,39.3,0.2,2.1,17.8,0.1,0.1,7.6,DAL,RB,5,2021
Javonte Williams,10.5,42.8,0.2,2.0,15.9,0.1,0.1,7.5,DEN,RB,5,2021
Devin Singletary,9.8,45.6,0.2,1.8,13.3,0.1,0.1,7.4,BUF,RB,5,2021
Myles Gaskin,8.4,31.7,0.1,2.9,21.3,0.1,0.1,6.5,MIA,RB,5,2021
Kenyan Drake,6.5,25.7,0.2,2.7,22.0,0.1,0.1,6.0,LV,RB,5,2021
Mark Ingram II,9.1,39.9,0.2,0.7,5.5,0.0,0.1,5.9,NO,RB,5,2021
Trey Sermon,8.3,35.8,0.2,1.0,8.9,0.0,0.0,5.8,SF,RB,5,2021
Nyheim Hines,4.9,18.5,0.1,3.4,27.1,0.1,0.1,5.7,IND,RB,5,2021
Kenneth Gainwell,4.9,21.1,0.1,2.6,22.7,0.1,0.0,5.7,PHI,RB,5,2021
David Johnson,5.6,22.7,0.1,2.5,20.3,0.1,0.0,5.5,HOU,RB,5,2021
J.D. McKissic,4.3,15.8,0.1,3.5,26.5,0.1,0.1,5.3,WAS,RB,5,2021
Brandon Bolden,4.1,16.8,0.2,2.4,20.7,0.1,0.0,5.2,NE,RB,5,2021
Ronald Jones II,6.8,29.9,0.2,0.6,4.6,0.0,0.1,4.8,TB,RB,5,2021
AJ Dillon,7.3,31.7,0.1,0.9,7.6,0.0,0.1,4.7,GB,RB,5,2021
Samaje Perine,7.4,27.9,0.2,0.9,7.2,0.0,0.0,4.6,CIN,RB,5,2021
Darrel Williams,5.6,20.6,0.2,1.0,8.0,0.1,0.0,4.5,KC,RB,5,2021
Sony Michel,6.6,28.0,0.2,0.6,5.6,0.0,0.0,4.4,LAR,RB,5,2021
Malcolm Brown,6.9,25.0,0.2,0.9,6.4,0.0,0.1,4.4,MIA,RB,5,2021
Ty Johnson,4.8,19.7,0.1,1.5,11.9,0.1,0.1,4.0,NYJ,RB,5,2021
Ameer Abdullah,4.7,18.8,0.1,1.1,9.2,0.1,0.1,4.0,CAR,RB,5,2021
Carlos Hyde,4.9,20.9,0.2,0.8,5.7,0.0,0.0,3.8,JAC,RB,5,2021
Phillip Lindsay,5.6,23.4,0.1,0.9,6.2,0.0,0.0,3.6,MIA,RB,5,2021
Larry Rountree III,5.5,19.9,0.1,0.9,7.0,0.0,0.0,3.3,LAC,RB,5,2021
Travis Homer,4.0,15.2,0.0,1.4,11.5,0.1,0.0,3.3,SEA,RB,5,2021
Ty'Son Williams,3.7,16.3,0.1,0.8,7.3,0.1,0.1,3.2,BAL,RB,5,2021
Wayne Gallman Jr.,4.7,20.0,0.1,0.5,3.5,0.0,0.0,3.2,MIN,RB,5,2021
Khalil Herbert,4.4,16.6,0.1,0.9,7.2,0.0,0.0,3.1,CHI,RB,5,2021
Giovani Bernard,1.0,5.2,0.0,2.1,16.0,0.1,0.0,3.0,TB,RB,5,2021
Kyle Juszczyk,0.8,3.0,0.0,2.0,19.0,0.1,0.0,2.9,SF,RB,5,2021
Ty Montgomery,2.5,8.8,0.0,1.3,12.7,0.1,0.0,2.8,NO,RB,5,2021
Royce Freeman,4.2,16.0,0.1,0.6,3.8,0.0,0.0,2.7,HOU,RB,5,2021
Devine Ozigbo,2.7,8.9,0.1,1.0,9.1,0.1,0.0,2.6,NE,RB,5,2021
Mike Boone,4.0,18.9,0.1,0.1,0.7,0.0,0.0,2.6,DEN,RB,5,2021
Salvon Ahmed,2.9,11.7,0.1,1.1,8.0,0.0,0.0,2.5,MIA,RB,5,2021
Rhamondre Stevenson,2.6,11.9,0.1,0.7,5.5,0.0,0.0,2.4,NE,RB,5,2021
Tevin Coleman,3.9,15.3,0.1,0.4,3.4,0.0,0.0,2.4,NYJ,RB,5,2021
Marlon Mack,3.1,14.9,0.1,0.4,3.3,0.0,0.0,2.3,IND,RB,5,2021
J.J. Taylor,1.9,9.0,0.1,0.8,7.0,0.1,0.0,2.2,NE,RB,5,2021
Demetric Felton,1.2,4.6,0.0,1.1,10.4,0.1,0.0,2.0,CLE,RB,5,2021
DeeJay Dallas,2.2,8.7,0.1,0.5,3.8,0.0,0.0,1.8,SEA,RB,5,2021
C.J. Ham,1.3,4.7,0.0,0.7,6.9,0.1,0.0,1.7,MIN,RB,5,2021
Chris Evans,2.2,8.0,0.0,0.7,5.2,0.0,0.0,1.7,CIN,RB,5,2021
Devonta Freeman,2.4,9.4,0.0,0.4,3.5,0.0,0.0,1.7,BAL,RB,5,2021
Dwayne Washington,2.7,9.4,0.0,0.6,4.6,0.0,0.0,1.6,NO,RB,5,2021
Gary Brightwell,1.6,5.7,0.0,0.5,4.3,0.0,0.0,1.5,NYG,RB,5,2021
Patrick Ricard,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.5,BAL,RB,5,2021
Devontae Booker,1.8,7.5,0.1,0.5,3.3,0.0,0.0,1.5,NYG,RB,5,2021
Dare Ogunbowale,1.5,6.0,0.1,0.5,4.2,0.0,0.0,1.4,JAC,RB,5,2021
Eno Benjamin,1.0,6.7,0.1,0.3,2.2,0.0,0.0,1.3,ARI,RB,5,2021
Anthony McFarland Jr.,1.3,5.4,0.0,0.6,4.0,0.0,0.0,1.2,PIT,RB,5,2021
Jake Funk,1.2,5.9,0.1,0.3,2.6,0.0,0.0,1.2,LAR,RB,5,2021
Keith Smith,0.8,3.0,0.0,0.7,6.0,0.0,0.0,1.2,ATL,RB,5,2021
Benny Snell Jr.,1.7,6.6,0.0,0.2,1.7,0.0,0.0,1.1,PIT,RB,5,2021
Peyton Barber,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1,LV,RB,5,2021
Joshua Kelley,1.8,7.3,0.0,0.3,1.8,0.0,0.0,1.1,LAC,RB,5,2021
Boston Scott,1.2,4.6,0.0,0.4,3.0,0.0,0.0,1.1,PHI,RB,5,2021
Jaret Patterson,1.2,4.7,0.0,0.3,2.8,0.0,0.0,1.0,WAS,RB,5,2021
Alec Ingold,0.4,1.2,0.0,0.6,5.3,0.0,0.0,0.9,LV,RB,5,2021
Rex Burkhead,0.6,2.0,0.0,0.9,7.0,0.0,0.0,0.9,HOU,RB,5,2021
Kylin Hill,1.2,6.1,0.0,0.2,1.7,0.0,0.0,0.9,GB,RB,5,2021
Jerick McKinnon,1.0,3.9,0.0,0.4,3.4,0.0,0.0,0.9,KC,RB,5,2021
Damarea Crockett,0.8,4.4,0.0,0.3,2.5,0.0,0.0,0.8,DEN,RB,5,2021
Corey Clement,1.2,4.3,0.0,0.2,1.5,0.0,0.0,0.8,DAL,RB,5,2021
Kalen Ballage,1.1,3.5,0.0,0.3,1.7,0.0,0.0,0.8,PIT,RB,5,2021
Trenton Cannon,0.9,2.3,0.0,0.5,3.3,0.0,0.0,0.7,SF,RB,5,2021
Ryan Nall,0.0,1.9,0.0,0.5,4.1,0.0,0.0,0.7,CHI,RB,5,2021
Alex Armah Jr.,1.0,2.7,0.0,0.4,2.9,0.0,0.0,0.7,WAS,RB,5,2021
Tory Carter,1.2,5.0,0.0,0.2,2.0,0.0,0.0,0.7,TEN,RB,5,2021
Taiwan Jones,0.6,2.4,0.0,0.2,2.6,0.0,0.0,0.6,BUF,RB,5,2021
Derek Watt,0.6,1.3,0.0,0.2,1.2,0.0,0.0,0.5,PIT,RB,5,2021
Jason Cabinda,1.3,2.5,0.0,0.2,2.0,0.0,0.0,0.5,DET,RB,5,2021
Jakob Johnson,0.1,0.1,0.0,0.3,2.1,0.0,0.0,0.4,NE,RB,5,2021
Elijhaa Penny,1.0,3.1,0.0,0.1,0.7,0.0,0.0,0.4,NYG,RB,5,2021
D'Ernest Johnson,0.7,1.5,0.0,0.2,2.2,0.0,0.0,0.4,CLE,RB,5,2021
Gabe Nabers,0.8,1.6,0.0,0.2,1.7,0.0,0.0,0.4,LAC,RB,5,2021
Nick Bellore,0.5,1.1,0.0,0.2,2.4,0.0,0.0,0.4,SEA,RB,5,2021
Cullen Gillaspia,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4,NYG,RB,5,2021
Buddy Howell,0.7,2.0,0.0,0.1,2.0,0.0,0.0,0.4,LAR,RB,5,2021
Andy Janovich,0.3,0.1,0.0,0.2,1.6,0.0,0.0,0.4,CLE,RB,5,2021
Michael Burton,0.1,0.5,0.0,0.3,2.2,0.0,0.0,0.4,KC,RB,5,2021
Giovanni Ricci,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3,CAR,RB,5,2021
Reggie Gilliam,0.1,0.0,0.0,0.2,2.0,0.0,0.0,0.2,BUF,RB,5,2021
Khari Blasingame,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2,TEN,RB,5,2021
Godwin Igwebuike,0.6,1.0,0.0,0.1,1.0,0.0,0.0,0.2,DET,RB,5,2021
Kareem Hunt,18.0,83.6,0.8,3.7,32.9,0.2,0.1,17.5,CLE,RB,6,2021
Derrick Henry,23.0,103.4,0.8,2.1,18.1,0.1,0.2,16.8,TEN,RB,6,2021
Najee Harris,19.7,77.1,0.7,4.8,39.7,0.2,0.1,16.6,PIT,RB,6,2021
Jonathan Taylor,17.3,82.6,0.9,2.8,24.7,0.1,0.1,16.4,IND,RB,6,2021
Austin Ekeler,14.5,63.1,0.6,5.0,44.3,0.3,0.1,15.8,LAC,RB,6,2021
Dalvin Cook,17.5,80.8,0.6,3.2,25.4,0.1,0.1,14.6,MIN,RB,6,2021
Aaron Jones,14.9,68.8,0.6,3.4,29.3,0.2,0.1,14.1,GB,RB,6,2021
James Robinson,16.6,75.3,0.6,2.8,22.3,0.1,0.1,14.1,JAC,RB,6,2021
Ezekiel Elliott,17.5,77.6,0.7,2.3,17.9,0.1,0.1,13.9,DAL,RB,6,2021
Joe Mixon,18.1,74.7,0.7,2.4,17.6,0.1,0.1,13.9,CIN,RB,6,2021
Antonio Gibson,16.0,70.2,0.7,2.1,18.9,0.1,0.1,13.5,WAS,RB,6,2021
Darrell Henderson Jr.,16.0,71.2,0.6,2.2,19.6,0.1,0.1,13.2,LAR,RB,6,2021
Chuba Hubbard,16.5,69.9,0.6,3.0,23.2,0.1,0.1,12.9,CAR,RB,6,2021
D'Andre Swift,10.6,44.4,0.4,5.4,45.2,0.3,0.1,12.5,DET,RB,6,2021
Leonard Fournette,14.7,58.1,0.5,3.6,25.7,0.1,0.1,12.0,TB,RB,6,2021
Khalil Herbert,16.4,66.7,0.6,2.0,15.5,0.1,0.1,11.7,CHI,RB,6,2021
Myles Gaskin,11.4,49.3,0.3,4.1,32.0,0.2,0.1,11.0,MIA,RB,6,2021
Josh Jacobs,15.2,58.9,0.5,2.3,16.5,0.0,0.1,10.8,LV,RB,6,2021
Melvin Gordon III,12.6,57.0,0.6,1.8,13.4,0.1,0.1,10.6,DEN,RB,6,2021
Darrel Williams,13.7,52.2,0.6,2.1,16.4,0.1,0.1,10.5,KC,RB,6,2021
Zack Moss,11.9,48.0,0.5,1.7,14.4,0.1,0.1,9.8,BUF,RB,6,2021
Alex Collins,14.0,56.7,0.4,1.6,14.1,0.0,0.1,9.8,SEA,RB,6,2021
Damien Harris,13.1,57.1,0.5,1.1,9.3,0.0,0.2,9.6,NE,RB,6,2021
Latavius Murray,12.3,53.3,0.5,1.1,7.8,0.0,0.1,9.2,BAL,RB,6,2021
Devontae Booker,12.8,49.3,0.3,2.5,17.6,0.1,0.1,9.1,NYG,RB,6,2021
Miles Sanders,10.6,44.9,0.2,2.7,21.8,0.1,0.1,8.5,PHI,RB,6,2021
Javonte Williams,10.7,47.9,0.3,2.2,17.1,0.1,0.1,8.5,DEN,RB,6,2021
Chase Edmonds,8.0,33.7,0.2,3.8,30.1,0.2,0.1,8.2,ARI,RB,6,2021
Jamaal Williams,10.9,44.1,0.2,2.3,16.4,0.1,0.1,7.9,DET,RB,6,2021
Tony Pollard,8.6,42.3,0.2,1.9,16.2,0.1,0.1,7.2,DAL,RB,6,2021
James Conner,10.3,39.0,0.4,1.0,7.8,0.0,0.1,6.8,ARI,RB,6,2021
Devin Singletary,8.6,37.4,0.2,1.8,12.9,0.1,0.1,6.4,BUF,RB,6,2021
J.D. McKissic,3.7,16.1,0.1,3.7,29.1,0.2,0.0,6.0,WAS,RB,6,2021
AJ Dillon,8.4,35.5,0.2,1.4,12.0,0.0,0.1,5.9,GB,RB,6,2021
Nyheim Hines,4.3,18.3,0.1,3.0,24.9,0.1,0.1,5.8,IND,RB,6,2021
Kenneth Gainwell,4.3,17.7,0.1,3.1,26.3,0.1,0.0,5.8,PHI,RB,6,2021
Ty'Son Williams,7.0,33.0,0.3,2.0,9.5,0.0,0.0,5.8,BAL,RB,6,2021
Samaje Perine,8.2,31.0,0.2,0.9,8.0,0.1,0.1,5.5,CIN,RB,6,2021
David Johnson,4.9,19.0,0.1,2.9,23.0,0.1,0.0,5.2,HOU,RB,6,2021
Sony Michel,7.5,31.8,0.2,0.7,5.8,0.0,0.0,5.0,LAR,RB,6,2021
Jerick McKinnon,6.1,20.2,0.1,1.9,13.7,0.1,0.0,4.8,KC,RB,6,2021
Alexander Mattison,6.9,29.6,0.1,1.3,10.6,0.1,0.1,4.8,MIN,RB,6,2021
Brandon Bolden,2.6,11.1,0.1,3.0,22.9,0.1,0.0,4.5,NE,RB,6,2021
Ronald Jones II,6.6,27.7,0.2,0.4,3.3,0.0,0.1,4.3,TB,RB,6,2021
Marlon Mack,5.2,24.7,0.1,0.5,3.8,0.0,0.0,3.8,IND,RB,6,2021
Kenyan Drake,4.5,17.5,0.1,1.6,12.2,0.0,0.0,3.7,LV,RB,6,2021
Rhamondre Stevenson,6.0,22.6,0.2,0.6,5.0,0.0,0.1,3.6,NE,RB,6,2021
Salvon Ahmed,4.2,16.1,0.1,1.3,10.4,0.0,0.0,3.5,MIA,RB,6,2021
Malcolm Brown,5.4,19.9,0.2,0.5,3.9,0.0,0.0,3.5,MIA,RB,6,2021
Trayveon Williams,0.0,19.9,0.2,0.6,4.4,0.0,0.1,3.4,CIN,RB,6,2021
D'Ernest Johnson,5.3,20.2,0.1,0.5,4.5,0.0,0.0,3.3,CLE,RB,6,2021
Devonta Freeman,3.8,15.7,0.1,1.2,8.6,0.1,0.0,3.3,BAL,RB,6,2021
Giovani Bernard,1.8,7.4,0.0,2.2,16.0,0.1,0.0,3.2,TB,RB,6,2021
Royce Freeman,4.7,18.2,0.1,1.1,7.5,0.0,0.1,3.2,HOU,RB,6,2021
Demetric Felton,3.4,13.7,0.1,1.2,10.5,0.0,0.1,3.2,CLE,RB,6,2021
Ryan Nall,4.6,14.8,0.1,0.8,7.4,0.1,0.0,3.1,CHI,RB,6,2021
Chris Evans,4.2,14.7,0.1,0.9,7.8,0.0,0.0,3.0,CIN,RB,6,2021
Carlos Hyde,4.8,20.5,0.1,0.6,4.1,0.0,0.0,3.0,JAC,RB,6,2021
Phillip Lindsay,5.0,19.0,0.1,0.8,4.8,0.0,0.0,3.0,MIA,RB,6,2021
DeeJay Dallas,3.9,13.5,0.1,1.1,9.1,0.0,0.0,2.6,SEA,RB,6,2021
Mike Boone,3.4,14.3,0.1,0.2,1.4,0.0,0.0,2.4,DEN,RB,6,2021
Justin Jackson,2.9,11.7,0.1,0.8,6.7,0.0,0.0,2.3,LAC,RB,6,2021
Derrick Gore,0.0,12.1,0.1,0.6,4.4,0.0,0.0,2.3,KC,RB,6,2021
Joshua Kelley,3.3,11.0,0.1,0.7,5.9,0.0,0.0,2.2,LAC,RB,6,2021
Travis Homer,2.3,8.3,0.0,1.0,8.7,0.0,0.0,1.9,SEA,RB,6,2021
Gary Brightwell,2.2,8.7,0.0,0.7,5.4,0.0,0.0,1.8,NYG,RB,6,2021
Kalen Ballage,2.3,7.2,0.1,0.8,4.8,0.0,0.0,1.6,PIT,RB,6,2021
Larry Rountree III,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.6,LAC,RB,6,2021
Jaret Patterson,1.7,7.2,0.1,0.4,3.1,0.0,0.0,1.5,WAS,RB,6,2021
Benny Snell Jr.,1.8,6.8,0.1,0.4,3.2,0.0,0.0,1.4,PIT,RB,6,2021
Darrynton Evans,1.4,5.2,0.0,0.6,5.0,0.0,0.0,1.4,TEN,RB,6,2021
Rashaad Penny,1.6,6.0,0.0,0.5,3.6,0.0,0.0,1.3,SEA,RB,6,2021
Anthony McFarland Jr.,1.3,4.7,0.0,0.5,4.2,0.0,0.0,1.3,PIT,RB,6,2021
Patrick Ricard,0.3,1.0,0.0,1.0,7.2,0.1,0.0,1.3,BAL,RB,6,2021
Rex Burkhead,1.0,4.0,0.0,0.7,5.4,0.0,0.0,1.2,HOU,RB,6,2021
Elijhaa Penny,1.5,5.5,0.1,0.3,2.4,0.0,0.0,1.1,NYG,RB,6,2021
Kylin Hill,1.6,6.6,0.0,0.3,2.9,0.0,0.0,1.1,GB,RB,6,2021
Andy Janovich,1.0,3.8,0.0,0.4,3.9,0.0,0.0,1.1,CLE,RB,6,2021
Jermar Jefferson,1.1,4.9,0.1,0.2,2.4,0.0,0.0,1.0,DET,RB,6,2021
Matt Breida,1.9,8.4,0.0,0.2,1.5,0.0,0.0,1.0,BUF,RB,6,2021
Boston Scott,1.1,3.9,0.0,0.4,2.9,0.0,0.0,1.0,PHI,RB,6,2021
