player,team,yardline_100
A.Ekeler,LAC,15.0
K.Allen,LAC,7.0
D.Fells,HOU,75.0
D.Fells,HOU,79.0
D.Hopkins,HOU,64.0
W.Fuller,HOU,62.0
D.Hopkins,HOU,47.0
W.Fuller,HOU,43.0
K.Allen,LAC,87.0
M.Williams,LAC,83.0
J.Jackson,LAC,71.0
K.Allen,LAC,76.0
A.Ekeler,LAC,68.0
A.Ekeler,LAC,45.0
D.Inman,LAC,29.0
M.Williams,LAC,15.0
D.Fells,HOU,73.0
K.Stills,HOU,66.0
D.Fells,HOU,16.0
K.Allen,LAC,64.0
T.Benjamin,LAC,50.0
K.Allen,LAC,57.0
A.Ekeler,LAC,57.0
K.Stills,HOU,93.0
D.Johnson,HOU,79.0
K.Stills,HOU,57.0
D.Johnson,HOU,57.0
M.Williams,LAC,89.0
A.Ekeler,LAC,47.0
M.Williams,LAC,38.0
M.Williams,LAC,38.0
A.Ekeler,LAC,25.0
J.Jackson,LAC,14.0
K.Allen,LAC,12.0
K.Stills,HOU,75.0
K.Stills,HOU,75.0
J.Akins,HOU,77.0
W.Fuller,HOU,72.0
J.Jackson,LAC,80.0
D.Inman,LAC,82.0
D.Hopkins,HOU,55.0
W.Fuller,HOU,55.0
D.Hopkins,HOU,49.0
W.Fuller,HOU,33.0
K.Allen,LAC,74.0
K.Allen,LAC,66.0
K.Allen,LAC,29.0
W.Fuller,HOU,56.0
D.Hopkins,HOU,56.0
D.Hopkins,HOU,49.0
J.Akins,HOU,15.0
J.Akins,HOU,15.0
T.Benjamin,LAC,75.0
L.Kendricks,LAC,64.0
T.Benjamin,LAC,50.0
K.Allen,LAC,50.0
D.Johnson,HOU,82.0
D.Fells,HOU,65.0
W.Fuller,HOU,56.0
J.Akins,HOU,53.0
J.Akins,HOU,53.0
K.Allen,LAC,75.0
K.Allen,LAC,67.0
J.Jackson,LAC,33.0
T.Benjamin,LAC,24.0
D.Fells,HOU,75.0
K.Allen,LAC,84.0
K.Allen,LAC,81.0
M.Williams,LAC,57.0
L.Kendricks,LAC,57.0
K.Allen,LAC,57.0
T.Benjamin,LAC,42.0
S.Culkin,LAC,42.0
K.Allen,LAC,29.0
M.Williams,LAC,34.0
D.Inman,LAC,34.0
J.Landry,CLE,75.0
N.Chubb,CLE,68.0
N.Chubb,CLE,73.0
C.Kupp,LA,81.0
R.Woods,LA,76.0
O.Beckham,CLE,65.0
B.Cooks,LA,86.0
R.Woods,LA,65.0
B.Cooks,LA,65.0
B.Cooks,LA,50.0
C.Kupp,LA,45.0
G.Everett,LA,38.0
C.Kupp,LA,34.0
O.Beckham,CLE,63.0
O.Beckham,CLE,46.0
O.Beckham,CLE,23.0
R.Seals-Jones,CLE,28.0
D.Ratley,CLE,14.0
O.Beckham,CLE,5.0
R.Woods,LA,75.0
C.Kupp,LA,66.0
R.Woods,LA,44.0
C.Kupp,LA,44.0
B.Cooks,LA,44.0
N.Chubb,CLE,94.0
J.Landry,CLE,88.0
G.Everett,LA,61.0
R.Woods,LA,50.0
C.Kupp,LA,32.0
B.Cooks,LA,33.0
J.Landry,CLE,62.0
O.Beckham,CLE,37.0
J.Landry,CLE,41.0
C.Kupp,LA,88.0
B.Cooks,LA,82.0
R.Woods,LA,77.0
R.Woods,LA,64.0
C.Kupp,LA,64.0
J.Landry,CLE,17.0
N.Chubb,CLE,17.0
B.Cooks,LA,60.0
B.Cooks,LA,36.0
T.Gurley,LA,20.0
C.Kupp,LA,20.0
J.Reynolds,LA,11.0
C.Kupp,LA,11.0
O.Beckham,CLE,75.0
D.Ratley,CLE,69.0
O.Beckham,CLE,43.0
N.Chubb,CLE,46.0
D.Ratley,CLE,6.0
D.Harris,CLE,2.0
B.Cooks,LA,73.0
B.Cooks,LA,60.0
J.Landry,CLE,49.0
B.Cooks,LA,72.0
C.Kupp,LA,41.0
C.Kupp,LA,5.0
O.Beckham,CLE,60.0
R.Seals-Jones,CLE,40.0
N.Chubb,CLE,40.0
M.Brown,LA,50.0
B.Cooks,LA,50.0
J.Reynolds,LA,19.0
R.Woods,LA,46.0
N.Chubb,CLE,55.0
J.Landry,CLE,55.0
D.Ratley,CLE,25.0
J.Landry,CLE,4.0
J.Landry,CLE,4.0
D.Harris,CLE,4.0
D.Ratley,CLE,4.0
A.Hurns,MIA,75.0
J.Grant,MIA,69.0
D.Parker,MIA,69.0
K.Drake,MIA,29.0
P.Williams,MIA,29.0
A.Cooper,DAL,63.0
A.Cooper,DAL,23.0
D.Smith,DAL,10.0
J.Witten,DAL,10.0
A.Hurns,MIA,79.0
P.Williams,MIA,77.0
A.Cooper,DAL,49.0
D.Smith,DAL,49.0
B.Jarwin,DAL,53.0
C.Wilson,DAL,53.0
J.Witten,DAL,53.0
A.Cooper,DAL,5.0
J.Grant,MIA,72.0
N.O'Leary,MIA,62.0
P.Williams,MIA,43.0
P.Williams,MIA,19.0
P.Williams,MIA,19.0
T.Pollard,DAL,70.0
R.Cobb,DAL,62.0
K.Drake,MIA,47.0
P.Williams,MIA,47.0
A.Cooper,DAL,84.0
D.Smith,DAL,80.0
B.Jarwin,DAL,77.0
K.Drake,MIA,50.0
P.Williams,MIA,46.0
J.Grant,MIA,21.0
P.Williams,MIA,15.0
T.Pollard,DAL,75.0
D.Smith,DAL,63.0
K.Drake,MIA,83.0
M.Gesicki,MIA,64.0
J.Grant,MIA,54.0
J.Grant,MIA,49.0
K.Drake,MIA,23.0
D.Parker,MIA,12.0
R.Cobb,DAL,66.0
D.Smith,DAL,74.0
R.Cobb,DAL,41.0
A.Cooper,DAL,19.0
D.Parker,MIA,69.0
J.Witten,DAL,76.0
J.Witten,DAL,78.0
E.Elliott,DAL,65.0
E.Elliott,DAL,49.0
A.Cooper,DAL,37.0
P.Williams,MIA,75.0
J.Grant,MIA,75.0
T.Pollard,DAL,83.0
J.Grant,MIA,77.0
K.Ballage,MIA,63.0
P.Williams,MIA,63.0
D.Parker,MIA,68.0
R.Cobb,DAL,61.0
B.Jarwin,DAL,22.0
E.Elliott,DAL,37.0
D.Smythe,MIA,51.0
P.Williams,MIA,51.0
P.Williams,MIA,51.0
K.Drake,MIA,38.0
M.Gesicki,MIA,38.0
K.Ballage,MIA,75.0
K.Ballage,MIA,75.0
D.Parker,MIA,59.0
M.Gesicki,MIA,45.0
D.Parker,MIA,40.0
W.Dissly,SEA,85.0
C.Carson,SEA,78.0
D.Moore,SEA,74.0
J.Hill,NO,90.0
A.Kamara,NO,86.0
T.Lockett,SEA,64.0
T.Lockett,SEA,59.0
T.Lockett,SEA,8.0
A.Kamara,NO,67.0
T.Ginn,NO,70.0
A.Kamara,NO,70.0
J.Hill,NO,66.0
T.Lockett,SEA,96.0
C.Prosise,SEA,84.0
T.Lockett,SEA,81.0
A.Kamara,NO,74.0
C.Prosise,SEA,68.0
C.Prosise,SEA,68.0
T.Ginn,NO,58.0
T.Ginn,NO,53.0
M.Thomas,NO,53.0
J.Cook,NO,39.0
A.Kamara,NO,32.0
M.Thomas,NO,29.0
A.Kamara,NO,29.0
N.Vannett,SEA,79.0
DK.Metcalf,SEA,70.0
M.Thomas,NO,59.0
T.Ginn,NO,54.0
A.Kamara,NO,44.0
A.Kamara,NO,30.0
M.Thomas,NO,24.0
A.Kamara,NO,9.0
M.Thomas,NO,1.0
W.Dissly,SEA,85.0
W.Dissly,SEA,75.0
T.Lockett,SEA,70.0
DK.Metcalf,SEA,48.0
W.Dissly,SEA,43.0
D.Moore,SEA,14.0
T.Lockett,SEA,13.0
A.Kamara,NO,93.0
M.Thomas,NO,75.0
J.Cook,NO,68.0
W.Dissly,SEA,78.0
T.Lockett,SEA,65.0
J.Brown,SEA,34.0
C.Prosise,SEA,34.0
DK.Metcalf,SEA,13.0
T.Lockett,SEA,13.0
T.Ginn,NO,78.0
M.Thomas,NO,72.0
T.Lockett,SEA,81.0
M.Turner,SEA,81.0
M.Turner,SEA,72.0
T.Hill,NO,22.0
N.Vannett,SEA,75.0
DK.Metcalf,SEA,75.0
J.Brown,SEA,62.0
T.Lockett,SEA,62.0
W.Dissly,SEA,22.0
J.Brown,SEA,22.0
J.Brown,SEA,14.0
J.Brown,SEA,8.0
C.Prosise,SEA,82.0
T.Lockett,SEA,73.0
T.Lockett,SEA,65.0
T.Lockett,SEA,55.0
M.Turner,SEA,45.0
DK.Metcalf,SEA,34.0
J.Brown,SEA,34.0
DK.Metcalf,SEA,13.0
W.Dissly,SEA,4.0
M.Evans,TB,68.0
M.Evans,TB,56.0
O.Howard,TB,21.0
M.Evans,TB,21.0
E.Engram,NYG,75.0
S.Shepard,NYG,56.0
E.Engram,NYG,26.0
S.Barkley,NYG,21.0
R.Shepard,NYG,18.0
R.Jones,TB,75.0
M.Evans,TB,29.0
B.Perriman,TB,29.0
O.Howard,TB,21.0
M.Evans,TB,3.0
M.Evans,TB,3.0
S.Barkley,NYG,75.0
E.Engram,NYG,76.0
E.Engram,NYG,56.0
S.Shepard,NYG,54.0
D.Slayton,NYG,42.0
D.Slayton,NYG,32.0
S.Barkley,NYG,26.0
S.Barkley,NYG,7.0
M.Evans,TB,75.0
M.Evans,TB,19.0
S.Shepard,NYG,76.0
B.Fowler,NYG,81.0
A.Auclair,TB,71.0
O.Howard,TB,42.0
C.Godwin,TB,9.0
S.Barkley,NYG,76.0
D.Slayton,NYG,70.0
D.Ogunbowale,TB,36.0
C.Godwin,TB,28.0
M.Evans,TB,20.0
S.Shepard,NYG,75.0
R.Shepard,NYG,69.0
M.Evans,TB,55.0
D.Ogunbowale,TB,40.0
B.Wilson,TB,34.0
M.Evans,TB,34.0
E.Engram,NYG,75.0
S.Shepard,NYG,2.0
O.Howard,TB,74.0
B.Perriman,TB,49.0
S.Shepard,NYG,61.0
D.Slayton,NYG,50.0
R.Shepard,NYG,4.0
R.Shepard,NYG,13.0
S.Shepard,NYG,7.0
M.Evans,TB,73.0
S.Shepard,NYG,66.0
B.Fowler,NYG,66.0
M.Evans,TB,78.0
C.Brate,TB,78.0
P.Barber,TB,70.0
D.Ogunbowale,TB,65.0
C.Godwin,TB,54.0
P.Barber,TB,54.0
C.Godwin,TB,52.0
M.Evans,TB,35.0
R.Ellison,NYG,73.0
R.Shepard,NYG,70.0
C.Brate,TB,70.0
S.Shepard,NYG,75.0
D.Slayton,NYG,70.0
E.Engram,NYG,49.0
S.Shepard,NYG,48.0
B.Fowler,NYG,12.0
E.Engram,NYG,7.0
E.Engram,NYG,7.0
C.Godwin,TB,73.0
M.Evans,TB,53.0
J.Crowder,NYJ,68.0
B.Berrios,NYJ,49.0
B.Bolden,NE,88.0
B.Bolden,NE,77.0
J.Edelman,NE,67.0
R.Izzo,NE,58.0
R.Burkhead,NE,17.0
P.Dorsett,NE,12.0
J.Edelman,NE,9.0
J.Gordon,NE,42.0
P.Dorsett,NE,25.0
B.Berrios,NYJ,80.0
Ro.Anderson,NYJ,74.0
J.Edelman,NE,58.0
J.Edelman,NE,58.0
J.Edelman,NE,42.0
J.Meyers,NE,28.0
R.Burkhead,NE,10.0
J.Gordon,NE,3.0
J.Edelman,NE,3.0
Ro.Anderson,NYJ,86.0
R.Burkhead,NE,63.0
J.Edelman,NE,69.0
J.Edelman,NE,68.0
J.Gordon,NE,68.0
R.Griffin,NYJ,88.0
J.Crowder,NYJ,80.0
J.Edelman,NE,76.0
P.Dorsett,NE,57.0
R.Burkhead,NE,58.0
L.Bell,NYJ,80.0
T.Montgomery,NYJ,64.0
Ro.Anderson,NYJ,64.0
J.Gordon,NE,85.0
R.Burkhead,NE,85.0
J.Edelman,NE,44.0
J.Meyers,NE,41.0
R.Burkhead,NE,71.0
J.Gordon,NE,63.0
P.Dorsett,NE,63.0
J.Crowder,NYJ,84.0
J.Gordon,NE,17.0
P.Dorsett,NE,30.0
J.Crowder,NYJ,84.0
B.Berrios,NYJ,84.0
J.Meyers,NE,53.0
P.Dorsett,NE,32.0
J.Gordon,NE,25.0
J.Gordon,NE,32.0
S.Michel,NE,2.0
J.Crowder,NYJ,75.0
B.Berrios,NYJ,75.0
B.Berrios,NYJ,45.0
J.Gordon,NE,68.0
L.Bell,NYJ,87.0
B.Berrios,NYJ,84.0
P.Dorsett,NE,55.0
R.Burkhead,NE,51.0
B.Bolden,NE,48.0
J.Gordon,NE,46.0
J.Gordon,NE,40.0
L.Bell,NYJ,96.0
Ro.Anderson,NYJ,76.0
L.Bell,NYJ,76.0
Ro.Anderson,NYJ,76.0
S.Diggs,MIN,80.0
I.Smith,MIN,55.0
A.Thielen,MIN,35.0
F.Moreau,LV,74.0
J.Nelson,LV,73.0
C.Ham,MIN,84.0
A.Thielen,MIN,71.0
J.Nelson,LV,69.0
D.Cook,MIN,87.0
S.Diggs,MIN,46.0
K.Rudolph,MIN,13.0
J.Nelson,LV,75.0
F.Moreau,LV,71.0
D.Cook,MIN,22.0
D.Waller,LV,76.0
D.Waller,LV,46.0
J.Richard,LV,38.0
J.Nelson,LV,29.0
A.Thielen,MIN,75.0
A.Thielen,MIN,61.0
A.Abdullah,MIN,60.0
H.Renfrow,LV,83.0
D.Waller,LV,78.0
T.Williams,LV,67.0
D.Waller,LV,52.0
D.Waller,LV,48.0
D.Cook,MIN,76.0
J.Richard,LV,76.0
D.Cook,MIN,88.0
A.Thielen,MIN,88.0
I.Smith,MIN,52.0
S.Diggs,MIN,36.0
D.Waller,LV,73.0
J.Nelson,LV,67.0
J.Jacobs,LV,43.0
I.Smith,MIN,61.0
C.Ham,MIN,37.0
D.Cook,MIN,34.0
D.Waller,LV,70.0
J.Jacobs,LV,63.0
H.Renfrow,LV,63.0
H.Renfrow,LV,50.0
D.Waller,LV,50.0
D.Waller,LV,44.0
D.Waller,LV,42.0
T.Williams,LV,21.0
H.Renfrow,LV,75.0
J.Richard,LV,64.0
D.Waller,LV,60.0
D.Waller,LV,52.0
D.Waller,LV,34.0
D.Waller,LV,17.0
T.Williams,LV,11.0
G.Kittle,SF,70.0
M.Breida,SF,58.0
J.Conner,PIT,33.0
J.Smith-Schuster,PIT,33.0
J.Smith-Schuster,PIT,35.0
G.Kittle,SF,72.0
R.James Jr.,SF,67.0
D.Samuel,SF,69.0
G.Kittle,SF,56.0
D.Johnson,PIT,75.0
D.Pettis,SF,73.0
J.Washington,PIT,24.0
J.Smith-Schuster,PIT,13.0
J.Conner,PIT,13.0
G.Kittle,SF,67.0
K.Juszczyk,SF,55.0
V.McDonald,PIT,91.0
V.McDonald,PIT,76.0
D.Johnson,PIT,76.0
K.Juszczyk,SF,62.0
M.Goodwin,SF,40.0
G.Kittle,SF,7.0
J.Washington,PIT,93.0
X.Grimble,PIT,93.0
D.Pettis,SF,49.0
M.Breida,SF,41.0
G.Kittle,SF,22.0
G.Kittle,SF,22.0
J.Wilson,SF,21.0
M.Breida,SF,21.0
D.Johnson,PIT,72.0
J.Smith-Schuster,PIT,42.0
D.Johnson,PIT,42.0
D.Pettis,SF,80.0
D.Johnson,PIT,68.0
J.Smith-Schuster,PIT,68.0
R.Mostert,SF,25.0
K.Bourne,SF,25.0
K.Juszczyk,SF,3.0
J.Washington,PIT,78.0
J.Smith-Schuster,PIT,73.0
D.Samuel,SF,75.0
K.Bourne,SF,70.0
J.Conner,PIT,81.0
J.Smith-Schuster,PIT,76.0
D.Samuel,SF,64.0
D.Samuel,SF,29.0
D.Pettis,SF,16.0
X.Grimble,PIT,75.0
J.Washington,PIT,72.0
D.Johnson,PIT,39.0
M.Goodwin,SF,68.0
J.Conner,PIT,81.0
G.Kittle,SF,24.0
R.James Jr.,SF,20.0
D.Pettis,SF,5.0
J.Washington,PIT,80.0
C.Conley,JAX,81.0
J.O'Shaughnessy,JAX,66.0
J.O'Shaughnessy,JAX,7.0
J.Smith,TEN,65.0
A.Humphries,TEN,71.0
D.Westbrook,JAX,62.0
D.Westbrook,JAX,51.0
D.Chark,JAX,22.0
T.Sharpe,TEN,70.0
J.Smith,TEN,46.0
A.Brown,TEN,46.0
L.Fournette,JAX,85.0
D.Westbrook,JAX,90.0
A.Humphries,TEN,56.0
J.O'Shaughnessy,JAX,85.0
L.Fournette,JAX,63.0
A.Humphries,TEN,63.0
A.Brown,TEN,63.0
L.Fournette,JAX,90.0
G.Swaim,JAX,84.0
A.Brown,TEN,61.0
A.Humphries,TEN,57.0
De.Walker,TEN,59.0
D.Westbrook,JAX,95.0
L.Fournette,JAX,95.0
D.Westbrook,JAX,89.0
C.Davis,TEN,44.0
A.Brown,TEN,54.0
A.Brown,TEN,54.0
D.Chark,JAX,90.0
L.Fournette,JAX,85.0
L.Fournette,JAX,76.0
J.Smith,TEN,81.0
D.Henry,TEN,62.0
T.Sharpe,TEN,62.0
De.Walker,TEN,11.0
De.Walker,TEN,11.0
D.Chark,JAX,80.0
C.Conley,JAX,43.0
D.Westbrook,JAX,22.0
De.Walker,TEN,64.0
T.Sharpe,TEN,53.0
A.Humphries,TEN,53.0
D.Henry,TEN,41.0
D.Westbrook,JAX,80.0
C.Conley,JAX,77.0
De.Walker,TEN,66.0
De.Walker,TEN,44.0
C.Davis,TEN,36.0
C.Davis,TEN,25.0
D.Westbrook,JAX,75.0
D.Chark,JAX,71.0
G.Swaim,JAX,45.0
D.Chark,JAX,45.0
L.Fournette,JAX,38.0
L.Fournette,JAX,39.0
D.Lewis,TEN,68.0
D.Westbrook,JAX,4.0
C.Davis,TEN,91.0
A.Humphries,TEN,77.0
A.Humphries,TEN,62.0
De.Walker,TEN,62.0
De.Walker,TEN,57.0
D.Jennings,TEN,52.0
De.Walker,TEN,52.0
A.Humphries,TEN,47.0
D.Jennings,TEN,37.0
A.Humphries,TEN,37.0
C.McCaffrey,CAR,82.0
J.Akins,HOU,76.0
D.Hopkins,HOU,69.0
C.Hyde,HOU,58.0
W.Fuller,HOU,58.0
D.Moore,CAR,48.0
G.Olsen,CAR,30.0
K.Stills,HOU,71.0
D.Hopkins,HOU,61.0
D.Hopkins,HOU,52.0
K.Stills,HOU,52.0
C.Hyde,HOU,37.0
W.Fuller,HOU,34.0
C.Samuel,CAR,58.0
C.Hogan,CAR,58.0
K.Coutee,HOU,91.0
D.Hopkins,HOU,85.0
W.Fuller,HOU,20.0
C.Samuel,CAR,71.0
G.Olsen,CAR,62.0
J.Wright,CAR,58.0
C.McCaffrey,CAR,55.0
C.McCaffrey,CAR,34.0
W.Fuller,HOU,46.0
C.Hyde,HOU,18.0
D.Moore,CAR,48.0
J.Wright,CAR,48.0
C.McCaffrey,CAR,21.0
W.Fuller,HOU,75.0
J.Akins,HOU,75.0
J.Akins,HOU,75.0
G.Olsen,CAR,82.0
D.Johnson,HOU,60.0
W.Fuller,HOU,75.0
D.Hopkins,HOU,68.0
D.Fells,HOU,68.0
C.McCaffrey,CAR,77.0
C.Hyde,HOU,18.0
C.McCaffrey,CAR,68.0
D.Moore,CAR,59.0
C.Samuel,CAR,43.0
C.Samuel,CAR,42.0
K.Coutee,HOU,90.0
K.Coutee,HOU,90.0
J.Wright,CAR,73.0
D.Moore,CAR,73.0
J.Wright,CAR,55.0
J.Wright,CAR,43.0
D.Moore,CAR,37.0
D.Johnson,HOU,84.0
C.McCaffrey,CAR,84.0
C.Samuel,CAR,76.0
C.McCaffrey,CAR,63.0
G.Olsen,CAR,56.0
C.McCaffrey,CAR,53.0
C.Samuel,CAR,59.0
C.Samuel,CAR,47.0
C.Hyde,HOU,90.0
D.Hopkins,HOU,93.0
D.Johnson,HOU,78.0
C.McCaffrey,CAR,32.0
J.Wright,CAR,29.0
J.Akins,HOU,75.0
D.Hopkins,HOU,65.0
D.Hopkins,HOU,51.0
T.Eifert,CIN,74.0
T.Boyd,CIN,60.0
J.Mixon,CIN,49.0
D.Johnson,PIT,88.0
A.Tate,CIN,15.0
A.Tate,CIN,15.0
T.Eifert,CIN,10.0
J.Smith-Schuster,PIT,75.0
J.Conner,PIT,58.0
D.Johnson,PIT,50.0
J.Mixon,CIN,58.0
T.Boyd,CIN,59.0
J.Ross III,CIN,59.0
J.Samuels,PIT,80.0
J.Samuels,PIT,75.0
N.Vannett,PIT,75.0
J.Conner,PIT,64.0
J.Smith-Schuster,PIT,47.0
T.Eifert,CIN,90.0
J.Ross III,CIN,90.0
J.Conner,PIT,46.0
J.Samuels,PIT,38.0
J.Samuels,PIT,26.0
J.Conner,PIT,21.0
J.Ross III,CIN,63.0
T.Boyd,CIN,44.0
J.Ross III,CIN,29.0
J.Conner,PIT,68.0
D.Johnson,PIT,60.0
J.Samuels,PIT,53.0
J.Smith-Schuster,PIT,33.0
J.Smith-Schuster,PIT,14.0
D.Johnson,PIT,16.0
A.Tate,CIN,75.0
G.Bernard,CIN,69.0
J.Samuels,PIT,49.0
B.Snell,PIT,40.0
N.Vannett,PIT,40.0
J.Conner,PIT,23.0
J.Ross III,CIN,75.0
A.Tate,CIN,86.0
D.Johnson,PIT,43.0
J.Mixon,CIN,59.0
J.Washington,PIT,62.0
T.Eifert,CIN,76.0
A.Tate,CIN,63.0
J.Mixon,CIN,51.0
G.Bernard,CIN,43.0
A.Tate,CIN,44.0
G.Bernard,CIN,21.0
J.Ross III,CIN,21.0
J.Mixon,CIN,10.0
T.Eifert,CIN,8.0
C.Uzomah,CIN,13.0
D.Johnson,PIT,80.0
J.Conner,PIT,61.0
J.Samuels,PIT,58.0
J.Samuels,PIT,33.0
J.Conner,PIT,31.0
G.Bernard,CIN,75.0
T.Boyd,CIN,71.0
T.Boyd,CIN,63.0
G.Bernard,CIN,71.0
G.Bernard,CIN,53.0
D.Willis,CIN,56.0
T.Boyd,CIN,48.0
O.Beckham,CLE,75.0
J.Landry,CLE,84.0
O.Beckham,CLE,68.0
D.Ratley,CLE,65.0
N.Chubb,CLE,53.0
P.Brown,CLE,58.0
J.Landry,CLE,40.0
D.Hilliard,CLE,35.0
R.Seals-Jones,CLE,9.0
M.Brown,BAL,79.0
M.Andrews,BAL,75.0
W.Snead,BAL,60.0
M.Andrews,BAL,46.0
J.Landry,CLE,86.0
N.Chubb,CLE,76.0
D.Hilliard,CLE,76.0
M.Brown,BAL,53.0
M.Ingram,BAL,50.0
C.Moore,BAL,50.0
N.Chubb,CLE,91.0
J.Landry,CLE,73.0
D.Ratley,CLE,55.0
J.Landry,CLE,48.0
M.Boykin,BAL,9.0
J.Landry,CLE,87.0
J.Landry,CLE,87.0
O.Beckham,CLE,17.0
N.Chubb,CLE,17.0
J.Landry,CLE,17.0
D.Hilliard,CLE,7.0
D.Ratley,CLE,6.0
M.Boykin,BAL,85.0
M.Brown,BAL,23.0
R.Seals-Jones,CLE,73.0
N.Boyle,BAL,75.0
S.Roberts,BAL,45.0
O.Beckham,CLE,52.0
R.Seals-Jones,CLE,52.0
J.Landry,CLE,43.0
J.Landry,CLE,31.0
S.Roberts,BAL,75.0
M.Andrews,BAL,60.0
M.Brown,BAL,55.0
M.Andrews,BAL,51.0
G.Edwards,BAL,38.0
J.Hill,BAL,16.0
M.Brown,BAL,11.0
M.Brown,BAL,8.0
M.Andrews,BAL,8.0
D.Hilliard,CLE,2.0
S.Roberts,BAL,76.0
M.Andrews,BAL,69.0
O.Beckham,CLE,28.0
M.Brown,BAL,75.0
J.Hill,BAL,65.0
S.Roberts,BAL,61.0
M.Andrews,BAL,54.0
O.Beckham,CLE,80.0
S.Roberts,BAL,60.0
M.Andrews,BAL,60.0
O.Beckham,CLE,33.0
M.Boykin,BAL,79.0
H.Hurst,BAL,84.0
H.Hurst,BAL,74.0
W.Snead,BAL,50.0
A.Cooper,DAL,75.0
J.Witten,DAL,63.0
E.Elliott,DAL,53.0
L.Murray,NO,86.0
J.Cook,NO,80.0
M.Thomas,NO,85.0
M.Thomas,NO,73.0
T.Ginn,NO,68.0
J.Witten,DAL,23.0
D.Smith,DAL,10.0
R.Cobb,DAL,10.0
J.Hill,NO,14.0
J.Cook,NO,29.0
E.Elliott,DAL,72.0
A.Cooper,DAL,70.0
J.Hill,NO,51.0
M.Thomas,NO,41.0
M.Thomas,NO,34.0
E.Elliott,DAL,75.0
J.Witten,DAL,69.0
A.Kamara,NO,63.0
J.Hill,NO,58.0
B.Jarwin,DAL,77.0
R.Cobb,DAL,70.0
E.Elliott,DAL,73.0
B.Jarwin,DAL,64.0
M.Thomas,NO,44.0
T.Ginn,NO,35.0
J.Cook,NO,27.0
T.Ginn,NO,27.0
T.Ginn,NO,13.0
A.Kamara,NO,9.0
J.Cook,NO,1.0
L.Humphrey,NO,75.0
M.Thomas,NO,75.0
A.Cooper,DAL,84.0
E.Elliott,DAL,72.0
R.Cobb,DAL,69.0
A.Cooper,DAL,56.0
J.Witten,DAL,47.0
B.Jarwin,DAL,37.0
M.Thomas,NO,65.0
J.Cook,NO,50.0
J.Cook,NO,23.0
J.Hill,NO,16.0
R.Cobb,DAL,71.0
T.Austin,DAL,66.0
R.Cobb,DAL,58.0
A.Kamara,NO,90.0
M.Thomas,NO,83.0
M.Thomas,NO,74.0
A.Cooper,DAL,90.0
A.Cooper,DAL,82.0
T.Ginn,NO,62.0
Z.Line,NO,34.0
E.Elliott,DAL,97.0
A.Cooper,DAL,88.0
E.Elliott,DAL,74.0
A.Cooper,DAL,84.0
R.Cobb,DAL,84.0
E.Sanders,DEN,78.0
C.Sutton,DEN,63.0
C.Sutton,DEN,58.0
E.Sanders,DEN,48.0
D.Spencer,DEN,48.0
C.Conley,JAX,96.0
N.Fant,DEN,25.0
D.Westbrook,JAX,75.0
L.Fournette,JAX,65.0
D.Chark,JAX,35.0
J.O'Shaughnessy,JAX,8.0
L.Fournette,JAX,8.0
R.Freeman,DEN,70.0
E.Sanders,DEN,70.0
J.O'Shaughnessy,JAX,76.0
L.Fournette,JAX,76.0
C.Sutton,DEN,66.0
R.Freeman,DEN,66.0
C.Sutton,DEN,51.0
E.Sanders,DEN,46.0
C.Sutton,DEN,7.0
C.Conley,JAX,63.0
C.Sutton,DEN,91.0
R.Freeman,DEN,53.0
P.Lindsay,DEN,46.0
N.Fant,DEN,39.0
D.Hamilton,DEN,39.0
E.Sanders,DEN,24.0
R.Freeman,DEN,15.0
G.Swaim,JAX,81.0
G.Swaim,JAX,72.0
D.Hamilton,DEN,67.0
D.Hamilton,DEN,43.0
R.Freeman,DEN,43.0
E.Sanders,DEN,33.0
D.Westbrook,JAX,43.0
D.Westbrook,JAX,31.0
G.Swaim,JAX,23.0
D.Chark,JAX,28.0
D.Chark,JAX,28.0
D.Westbrook,JAX,22.0
D.Westbrook,JAX,46.0
D.Chark,JAX,39.0
K.Cole,JAX,43.0
R.Armstead,JAX,7.0
N.Fant,DEN,80.0
J.O'Shaughnessy,JAX,18.0
C.Sutton,DEN,58.0
D.Hamilton,DEN,58.0
J.O'Shaughnessy,JAX,73.0
C.Conley,JAX,68.0
D.Hamilton,DEN,64.0
N.Fant,DEN,42.0
E.Sanders,DEN,42.0
G.Swaim,JAX,94.0
M.Lee,JAX,59.0
D.Chark,JAX,32.0
D.Chark,JAX,16.0
E.Sanders,DEN,75.0
C.Sutton,DEN,59.0
R.Freeman,DEN,32.0
E.Sanders,DEN,35.0
C.Sutton,DEN,8.0
D.Chark,JAX,75.0
D.Chark,JAX,75.0
D.Westbrook,JAX,59.0
C.Conley,JAX,27.0
K.Golladay,DET,70.0
M.Jones,DET,26.0
T.Kelce,KC,75.0
D.Yelder,KC,63.0
L.McCoy,KC,39.0
D.Yelder,KC,37.0
L.McCoy,KC,18.0
D.Robinson,KC,18.0
L.McCoy,KC,18.0
M.Hall,DET,45.0
M.Jones,DET,44.0
M.Jones,DET,11.0
T.Hockenson,DET,5.0
M.Hardman,KC,82.0
S.Watkins,KC,44.0
T.Kelce,KC,4.0
S.Watkins,KC,5.0
J.McKissic,DET,75.0
K.Golladay,DET,75.0
T.Johnson,DET,62.0
D.Robinson,KC,74.0
D.Robinson,KC,74.0
M.Hardman,KC,68.0
