player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,lst,fantasy_points,team,position,week,year
Gunner Olszewski,0.4,5.4,0.0,0.0,0.2,0.0,0.0,0.7,NE,WR,9,2021
Laquon Treadwell,0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.7,JAC,WR,9,2021
Mike Thomas,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.6,CIN,WR,9,2021
Amari Rodgers,0.3,4.0,0.0,0.3,0.8,0.0,0.0,0.6,GB,WR,9,2021
Miles Boykin,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5,BAL,WR,9,2021
Mike Strachan,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.4,IND,WR,9,2021
Christian Blake,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4,ATL,WR,9,2021
Tyrie Cleveland,0.3,3.1,0.0,0.0,0.1,0.0,0.0,0.4,DEN,WR,9,2021
Alex Erickson,0.2,2.4,0.0,0.3,0.8,0.0,0.0,0.4,CAR,WR,9,2021
Dan Chisena,0.2,3.4,0.0,0.0,0.1,0.0,0.0,0.4,MIN,WR,9,2021
Malik Taylor,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4,GB,WR,9,2021
Andre Roberts,0.1,2.8,0.0,0.0,0.3,0.0,0.0,0.3,LAC,WR,9,2021
Matthew Slater,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3,NE,WR,9,2021
Marcus Kemp,0.2,2.4,0.0,0.0,0.1,0.0,0.0,0.3,KC,WR,9,2021
Stanley Morgan Jr.,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.3,CIN,WR,9,2021
Diontae Spencer,0.1,1.6,0.0,0.0,0.3,0.0,0.0,0.2,DEN,WR,9,2021
Tylan Wallace,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,BAL,WR,9,2021
Cordarrelle Patterson,5.2,60.6,0.8,8.8,34.1,0.3,0.1,15.6,ATL,WR,10,2021
Cooper Kupp,8.0,104.5,0.8,0.2,0.8,0.0,0.1,15.3,LAR,WR,10,2021
Davante Adams,7.5,95.8,0.8,0.0,0.0,0.0,0.1,14.0,GB,WR,10,2021
Mike Evans,5.7,84.7,0.8,0.0,0.0,0.0,0.0,13.1,TB,WR,10,2021
Tyreek Hill,6.6,83.1,0.7,0.8,4.8,0.0,0.1,12.9,KC,WR,10,2021
A.J. Brown,6.0,88.2,0.6,0.2,0.9,0.0,0.1,12.6,TEN,WR,10,2021
Deebo Samuel,6.0,85.8,0.5,0.7,4.1,0.0,0.1,12.3,SF,WR,10,2021
Stefon Diggs,6.3,80.9,0.6,0.0,0.2,0.0,0.1,11.8,BUF,WR,10,2021
Chris Godwin,5.8,78.8,0.6,0.1,0.3,0.0,0.1,11.7,TB,WR,10,2021
D.K. Metcalf,5.4,79.0,0.6,0.0,0.3,0.0,0.1,11.7,SEA,WR,10,2021
Justin Jefferson,5.9,82.9,0.6,0.1,0.5,0.0,0.1,11.6,MIN,WR,10,2021
Diontae Johnson,6.3,75.8,0.6,0.5,2.9,0.0,0.1,11.2,PIT,WR,10,2021
CeeDee Lamb,5.4,73.9,0.6,0.4,2.2,0.0,0.1,11.1,DAL,WR,10,2021
Marquise Brown,5.1,71.1,0.6,0.0,0.3,0.0,0.0,11.0,BAL,WR,10,2021
Keenan Allen,6.8,75.8,0.5,0.0,0.1,0.0,0.1,10.7,LAC,WR,10,2021
Tyler Lockett,5.7,73.1,0.6,0.0,0.0,0.0,0.1,10.7,SEA,WR,10,2021
Amari Cooper,5.1,68.5,0.6,0.0,0.2,0.0,0.1,10.6,DAL,WR,10,2021
Adam Thielen,5.4,67.1,0.7,0.1,0.5,0.0,0.1,10.6,MIN,WR,10,2021
Michael Pittman Jr.,5.3,70.3,0.6,0.2,0.9,0.0,0.0,10.5,IND,WR,10,2021
Terry McLaurin,5.7,71.3,0.5,0.2,1.1,0.0,0.1,10.2,WAS,WR,10,2021
DJ Moore,5.4,73.2,0.4,0.7,3.7,0.0,0.1,10.0,CAR,WR,10,2021
Hunter Renfrow,5.6,63.6,0.5,0.0,0.0,0.0,0.1,9.2,LV,WR,10,2021
Jaylen Waddle,6.0,64.9,0.5,0.1,0.4,0.0,0.1,9.1,MIA,WR,10,2021
Courtland Sutton,4.6,63.2,0.4,0.0,0.1,0.0,0.0,9.0,DEN,WR,10,2021
Emmanuel Sanders,4.3,58.9,0.5,0.1,0.4,0.0,0.0,8.9,BUF,WR,10,2021
Mike Williams,4.3,64.9,0.4,0.0,0.1,0.0,0.0,8.8,LAC,WR,10,2021
Cole Beasley,5.1,57.5,0.4,0.0,0.0,0.0,0.0,7.8,BUF,WR,10,2021
DeVonta Smith,4.6,61.8,0.3,0.0,0.1,0.0,0.0,7.7,PHI,WR,10,2021
Van Jefferson,4.3,58.3,0.3,0.0,0.0,0.0,0.0,7.7,LAR,WR,10,2021
Marvin Jones Jr.,4.5,57.6,0.3,0.0,0.0,0.0,0.1,7.6,JAC,WR,10,2021
Jarvis Landry,4.7,56.1,0.2,0.7,3.9,0.1,0.1,7.4,CLE,WR,10,2021
Jerry Jeudy,4.4,57.7,0.2,0.2,0.7,0.0,0.0,7.2,DEN,WR,10,2021
Julio Jones,3.8,54.6,0.3,0.0,0.1,0.0,0.0,7.2,TEN,WR,10,2021
Christian Kirk,4.1,52.4,0.3,0.1,0.5,0.0,0.0,7.0,ARI,WR,10,2021
Corey Davis,4.2,53.7,0.2,0.0,0.0,0.0,0.0,6.8,NYJ,WR,10,2021
Jakobi Meyers,5.2,56.3,0.2,0.0,0.1,0.0,0.0,6.8,NE,WR,10,2021
Brandon Aiyuk,4.0,47.8,0.3,0.6,2.8,0.0,0.0,6.6,SF,WR,10,2021
A.J. Green,3.7,50.1,0.2,0.0,0.0,0.0,0.0,6.4,ARI,WR,10,2021
Marquez Callaway,4.0,49.8,0.2,0.0,0.0,0.0,0.0,6.4,NO,WR,10,2021
T.Y. Hilton,3.6,46.5,0.3,0.0,0.0,0.0,0.0,6.2,IND,WR,10,2021
Russell Gage,4.5,50.0,0.2,0.0,0.3,0.0,0.0,6.2,ATL,WR,10,2021
Tim Patrick,3.3,45.2,0.2,0.0,0.0,0.0,0.0,6.0,DEN,WR,10,2021
Nelson Agholor,3.4,44.7,0.2,0.2,0.9,0.0,0.0,6.0,NE,WR,10,2021
Michael Gallup,2.9,43.4,0.3,0.0,0.0,0.0,0.0,5.9,DAL,WR,10,2021
Laviska Shenault Jr.,4.1,44.0,0.2,0.7,3.3,0.0,0.0,5.7,JAC,WR,10,2021
Mecole Hardman,3.5,42.3,0.2,0.4,2.6,0.0,0.1,5.7,KC,WR,10,2021
Donovan Peoples-Jones,2.7,43.8,0.2,0.0,0.1,0.0,0.1,5.7,CLE,WR,10,2021
Zach Pascal,3.2,41.2,0.3,0.0,0.1,0.0,0.0,5.7,IND,WR,10,2021
Deonte Harty,3.6,43.7,0.2,0.2,1.6,0.0,0.0,5.6,NO,WR,10,2021
Jamison Crowder,4.4,44.8,0.2,0.1,0.7,0.0,0.1,5.5,NYJ,WR,10,2021
Rashod Bateman,3.2,43.4,0.2,0.0,0.3,0.0,0.0,5.5,BAL,WR,10,2021
Kalif Raymond,3.3,44.9,0.2,0.2,0.8,0.0,0.0,5.4,DET,WR,10,2021
Odell Beckham Jr.,2.9,40.7,0.2,0.2,1.1,0.0,0.0,5.4,LAR,WR,10,2021
Rondale Moore,3.3,34.1,0.2,1.4,6.9,0.0,0.0,5.3,ARI,WR,10,2021
Tre'Quan Smith,2.7,38.0,0.2,0.0,0.0,0.0,0.0,5.1,NO,WR,10,2021
James Washington,2.7,39.8,0.2,0.2,1.0,0.0,0.0,5.1,PIT,WR,10,2021
Kendrick Bourne,3.1,38.6,0.2,0.1,0.8,0.0,0.0,5.1,NE,WR,10,2021
Bryan Edwards,2.5,38.6,0.2,0.0,0.0,0.0,0.0,5.0,LV,WR,10,2021
Jamal Agnew,3.4,37.9,0.1,0.5,2.7,0.0,0.0,4.9,JAC,WR,10,2021
Allen Lazard,2.7,34.2,0.2,0.0,0.2,0.0,0.0,4.8,GB,WR,10,2021
Elijah Moore,3.3,36.6,0.1,0.4,2.0,0.0,0.0,4.8,NYJ,WR,10,2021
Amon-Ra St. Brown,3.5,41.6,0.1,0.0,0.1,0.0,0.0,4.8,DET,WR,10,2021
Quez Watkins,2.8,38.7,0.1,0.0,0.0,0.0,0.0,4.7,PHI,WR,10,2021
Olamide Zaccheaus,2.3,31.5,0.2,0.0,0.0,0.0,0.0,4.6,ATL,WR,10,2021
K.J. Osborn,3.0,35.0,0.2,0.1,0.6,0.0,0.0,4.6,MIN,WR,10,2021
Robby Anderson,3.1,36.1,0.2,0.0,0.2,0.0,0.0,4.6,CAR,WR,10,2021
Sammy Watkins,2.4,34.8,0.2,0.0,0.2,0.0,0.0,4.5,BAL,WR,10,2021
Tajae Sharpe,2.9,35.9,0.1,0.0,0.0,0.0,0.0,4.5,ATL,WR,10,2021
Tyler Johnson,2.5,32.9,0.2,0.0,0.0,0.0,0.0,4.3,TB,WR,10,2021
Marquez Valdes-Scantling,1.9,29.7,0.2,0.0,0.2,0.0,0.0,4.0,GB,WR,10,2021
Randall Cobb,2.3,28.0,0.2,0.0,0.1,0.0,0.0,3.9,GB,WR,10,2021
Mack Hollins,2.3,27.7,0.1,0.0,0.0,0.0,0.0,3.6,MIA,WR,10,2021
Adam Humphries,2.7,27.3,0.1,0.0,0.1,0.0,0.0,3.4,WAS,WR,10,2021
Jalen Reagor,2.2,24.5,0.1,0.3,1.6,0.0,0.0,3.4,PHI,WR,10,2021
Ja'Marcus Bradley,1.8,25.9,0.1,0.0,0.2,0.0,0.0,3.3,CLE,WR,10,2021
Cedrick Wilson Jr.,1.6,20.4,0.2,0.2,0.9,0.0,0.0,3.3,DAL,WR,10,2021
Chester Rogers,2.1,25.2,0.1,0.1,0.6,0.0,0.0,3.3,TEN,WR,10,2021
Keelan Cole Sr.,2.0,25.8,0.1,0.0,0.1,0.0,0.0,3.3,NYJ,WR,10,2021
Nick Westbrook-Ikhine,2.1,24.6,0.1,0.0,0.0,0.0,0.0,3.3,TEN,WR,10,2021
Kenny Stills,1.7,22.6,0.2,0.0,0.1,0.0,0.0,3.3,NO,WR,10,2021
Ty Montgomery,1.8,16.6,0.1,1.8,8.0,0.0,0.0,3.2,NO,WR,10,2021
Rashard Higgins,1.7,24.9,0.1,0.0,0.0,0.0,0.0,3.2,CLE,WR,10,2021
DeSean Jackson,1.4,23.8,0.1,0.0,0.1,0.0,0.0,3.2,LV,WR,10,2021
Freddie Swain,1.8,21.6,0.1,0.3,1.6,0.0,0.0,3.1,SEA,WR,10,2021
Dyami Brown,2.2,25.1,0.1,0.1,0.1,0.0,0.0,3.1,WAS,WR,10,2021
Marcus Johnson,1.7,23.2,0.1,0.3,1.2,0.0,0.0,3.1,TEN,WR,10,2021
DeAndre Carter,1.9,21.6,0.1,0.3,1.5,0.0,0.0,3.0,WAS,WR,10,2021
Jalen Guyton,1.5,21.2,0.1,0.3,1.6,0.0,0.0,2.9,LAC,WR,10,2021
DeAndre Hopkins,1.3,18.8,0.1,0.0,1.3,0.0,0.0,2.7,ARI,WR,10,2021
Gabriel Davis,1.1,16.8,0.2,0.0,0.0,0.0,0.0,2.7,BUF,WR,10,2021
Brandon Zylstra,1.6,22.3,0.1,0.0,0.0,0.0,0.0,2.6,CAR,WR,10,2021
Trinity Benson,1.6,20.3,0.1,0.0,0.1,0.0,0.0,2.6,DET,WR,10,2021
Juwan Johnson,1.5,12.9,0.2,0.0,0.0,0.0,0.0,2.5,NO,WR,10,2021
Ray-Ray McCloud,1.5,17.0,0.1,0.2,1.5,0.0,0.0,2.5,PIT,WR,10,2021
Denzel Mims,1.7,18.0,0.1,0.0,0.0,0.0,0.0,2.4,NYJ,WR,10,2021
Byron Pringle,1.3,17.5,0.1,0.0,0.0,0.0,0.0,2.3,KC,WR,10,2021
Zay Jones,1.4,17.3,0.1,0.0,0.1,0.0,0.0,2.3,LV,WR,10,2021
Anthony Schwartz,1.2,16.4,0.1,0.2,1.0,0.0,0.0,2.3,CLE,WR,10,2021
Preston Williams,1.2,17.4,0.1,0.1,0.3,0.0,0.0,2.3,MIA,WR,10,2021
Demarcus Robinson,1.3,15.6,0.1,0.0,0.0,0.0,0.0,2.3,KC,WR,10,2021
KhaDarel Hodge,1.5,18.5,0.1,0.0,0.0,0.0,0.0,2.2,DET,WR,10,2021
Antoine Wesley,1.4,16.9,0.1,0.0,0.2,0.0,0.0,2.2,ARI,WR,10,2021
Terrace Marshall Jr.,1.7,18.0,0.1,0.0,0.1,0.0,0.0,2.2,CAR,WR,10,2021
Devin Duvernay,1.2,13.0,0.1,0.2,1.6,0.0,0.0,2.1,BAL,WR,10,2021
Scotty Miller,1.2,15.0,0.1,0.0,0.0,0.0,0.0,2.1,TB,WR,10,2021
D'Wayne Eskridge,1.2,14.5,0.1,0.4,2.5,0.0,0.0,2.1,SEA,WR,10,2021
Josh Gordon,1.0,14.8,0.1,0.0,0.0,0.0,0.0,2.0,KC,WR,10,2021
Jaelon Darden,1.1,12.9,0.1,0.2,0.8,0.0,0.0,2.0,TB,WR,10,2021
Joshua Palmer,1.1,13.0,0.1,0.0,0.0,0.0,0.0,1.9,LAC,WR,10,2021
Kendall Hinton,1.1,13.0,0.1,0.2,0.9,0.0,0.0,1.9,DEN,WR,10,2021
Braxton Berrios,1.3,13.1,0.1,0.1,0.6,0.0,0.0,1.8,NYJ,WR,10,2021
Albert Wilson,1.3,13.8,0.1,0.0,0.0,0.0,0.0,1.8,MIA,WR,10,2021
Ashton Dulin,0.9,10.9,0.1,0.0,0.3,0.0,0.0,1.6,IND,WR,10,2021
Mohamed Sanu Sr.,1.3,12.7,0.1,0.0,0.0,0.0,0.0,1.6,SF,WR,10,2021
Tavon Austin,1.1,11.8,0.1,0.0,0.0,0.0,0.0,1.6,JAC,WR,10,2021
Ben Skowronek,0.9,11.3,0.1,0.0,0.0,0.0,0.0,1.6,LAR,WR,10,2021
Travis Benjamin,1.0,11.1,0.1,0.0,0.1,0.0,0.0,1.6,SF,WR,10,2021
N'Keal Harry,1.0,10.9,0.1,0.1,0.3,0.0,0.0,1.6,NE,WR,10,2021
Dezmon Patmon,1.0,10.8,0.1,0.0,0.0,0.0,0.0,1.5,IND,WR,10,2021
Steven Sims Jr.,0.8,9.0,0.1,0.0,0.0,0.0,0.0,1.5,PIT,WR,10,2021
Trent Sherfield,0.8,10.9,0.1,0.0,0.0,0.0,0.0,1.4,SF,WR,10,2021
Breshad Perriman,0.6,10.0,0.1,0.0,0.0,0.0,0.0,1.4,TB,WR,10,2021
Dede Westbrook,0.9,9.6,0.1,0.0,0.0,0.0,0.0,1.3,MIN,WR,10,2021
Jeff Smith,0.9,9.8,0.0,0.1,0.5,0.0,0.0,1.3,NYJ,WR,10,2021
Isaiah McKenzie,0.6,5.8,0.1,0.4,2.5,0.0,0.0,1.3,BUF,WR,10,2021
Isaiah Ford,0.9,10.0,0.0,0.0,0.0,0.0,0.0,1.2,MIA,WR,10,2021
Malik Turner,0.8,9.3,0.0,0.0,0.0,0.0,0.0,1.2,DAL,WR,10,2021
Jauan Jennings,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1,SF,WR,10,2021
Cam Sims,0.6,8.1,0.0,0.1,0.2,0.0,0.0,1.1,WAS,WR,10,2021
Laquon Treadwell,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.1,JAC,WR,10,2021
Noah Brown,0.7,8.6,0.0,0.0,0.2,0.0,0.0,1.0,DAL,WR,10,2021
Frank Darby,0.5,7.1,0.1,0.0,0.2,0.0,0.0,1.0,ATL,WR,10,2021
Cyril Grayson Jr.,0.6,7.1,0.1,0.0,0.1,0.0,0.0,1.0,TB,WR,10,2021
Kevin White,0.7,8.8,0.0,0.0,0.0,0.0,0.0,1.0,NO,WR,10,2021
Penny Hart,0.6,6.6,0.0,0.2,0.8,0.0,0.0,1.0,SEA,WR,10,2021
Dax Milne,0.7,7.9,0.0,0.0,0.0,0.0,0.0,0.9,WAS,WR,10,2021
Josh Reynolds,0.6,6.3,0.0,0.0,0.3,0.0,0.0,0.8,DET,WR,10,2021
Dez Fitzpatrick,0.6,6.4,0.0,0.0,0.2,0.0,0.0,0.8,TEN,WR,10,2021
Equanimeous St. Brown,0.5,5.9,0.0,0.0,0.4,0.0,0.0,0.7,GB,WR,10,2021
Lil'Jordan Humphrey,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0.7,NO,WR,10,2021
Ihmir Smith-Marsette,0.3,4.3,0.0,0.0,0.3,0.0,0.0,0.6,MIN,WR,10,2021
Amari Rodgers,0.3,4.6,0.0,0.1,0.4,0.0,0.0,0.6,GB,WR,10,2021
Dillon Stoner,0.3,4.4,0.0,0.0,0.2,0.0,0.0,0.6,LV,WR,10,2021
Andy Isabella,0.2,4.4,0.0,0.0,0.1,0.0,0.0,0.5,ARI,WR,10,2021
Greg Ward,0.5,4.7,0.0,0.0,0.1,0.0,0.0,0.5,PHI,WR,10,2021
J.J. Koski,0.3,4.1,0.0,0.0,0.2,0.0,0.0,0.5,LAR,WR,10,2021
Mike Strachan,0.2,3.5,0.0,0.0,0.1,0.0,0.0,0.5,IND,WR,10,2021
Christian Blake,0.3,3.4,0.0,0.0,0.0,0.0,0.0,0.5,ATL,WR,10,2021
J.J. Arcega-Whiteside,0.2,3.3,0.0,0.0,0.1,0.0,0.0,0.5,PHI,WR,10,2021
Dan Chisena,0.2,3.7,0.0,0.0,0.1,0.0,0.0,0.4,MIN,WR,10,2021
Tyrie Cleveland,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.4,DEN,WR,10,2021
Andre Roberts,0.1,2.5,0.0,0.3,0.8,0.0,0.0,0.4,LAC,WR,10,2021
Matthew Slater,0.1,2.9,0.0,0.0,0.1,0.0,0.0,0.4,NE,WR,10,2021
Miles Boykin,0.1,2.9,0.0,0.0,0.0,0.0,0.0,0.3,BAL,WR,10,2021
Kristian Wilkerson,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,NE,WR,10,2021
Tylan Wallace,0.1,2.5,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,10,2021
Diontae Spencer,0.1,1.8,0.0,0.0,0.4,0.0,0.0,0.3,DEN,WR,10,2021
Jake Kumerow,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,BUF,WR,10,2021
John Hightower,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,PHI,WR,10,2021
Maurice Ffrench,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,LAC,WR,10,2021
Alex Erickson,0.1,1.5,0.0,0.0,0.1,0.0,0.0,0.2,CAR,WR,10,2021
Marcus Kemp,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,KC,WR,10,2021
Malik Taylor,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,GB,WR,10,2021
Deebo Samuel,6.2,90.7,0.6,1.8,13.1,0.1,0.1,14.4,SF,WR,11,2021
Tyreek Hill,6.9,90.8,0.7,0.7,4.8,0.0,0.1,13.9,KC,WR,11,2021
Davante Adams,7.5,96.2,0.7,0.0,0.0,0.0,0.1,13.7,GB,WR,11,2021
A.J. Brown,5.9,88.1,0.7,0.5,2.8,0.0,0.1,13.3,TEN,WR,11,2021
CeeDee Lamb,6.3,85.3,0.6,0.5,2.9,0.0,0.1,12.7,DAL,WR,11,2021
Stefon Diggs,6.7,88.5,0.6,0.0,0.2,0.0,0.1,12.6,BUF,WR,11,2021
Ja'Marr Chase,5.5,80.6,0.6,0.6,2.9,0.0,0.1,12.1,CIN,WR,11,2021
Chris Godwin,6.4,80.9,0.7,0.1,0.3,0.0,0.1,12.0,TB,WR,11,2021
Justin Jefferson,6.1,85.3,0.5,0.4,1.7,0.0,0.1,11.8,MIN,WR,11,2021
Mike Evans,5.1,73.9,0.7,0.0,0.0,0.0,0.1,11.6,TB,WR,11,2021
D.K. Metcalf,5.0,71.6,0.6,0.0,0.3,0.0,0.1,10.9,SEA,WR,11,2021
Keenan Allen,6.9,78.5,0.5,0.0,0.1,0.0,0.1,10.8,LAC,WR,11,2021
Diontae Johnson,6.3,72.6,0.5,0.4,2.8,0.0,0.1,10.5,PIT,WR,11,2021
DJ Moore,5.3,73.2,0.5,0.6,3.4,0.0,0.1,10.5,CAR,WR,11,2021
Brandin Cooks,6.1,77.7,0.4,0.0,0.3,0.0,0.1,10.3,HOU,WR,11,2021
Tyler Lockett,5.2,67.1,0.6,0.2,0.6,0.0,0.1,10.0,SEA,WR,11,2021
Adam Thielen,5.2,64.8,0.6,0.1,0.3,0.0,0.1,10.0,MIN,WR,11,2021
Terry McLaurin,5.4,68.8,0.5,0.1,0.6,0.0,0.1,9.8,WAS,WR,11,2021
DeVonta Smith,4.7,66.2,0.5,0.0,0.0,0.0,0.0,9.6,PHI,WR,11,2021
Jaylen Waddle,5.9,64.0,0.5,0.1,0.3,0.0,0.1,9.3,MIA,WR,11,2021
Hunter Renfrow,5.6,62.7,0.5,0.0,0.0,0.0,0.1,9.2,LV,WR,11,2021
Michael Pittman Jr.,5.3,63.8,0.4,0.1,0.6,0.0,0.1,9.0,IND,WR,11,2021
Darnell Mooney,4.6,59.2,0.4,0.3,1.7,0.0,0.0,8.9,CHI,WR,11,2021
Jarvis Landry,4.5,57.4,0.4,0.5,3.3,0.0,0.0,8.9,CLE,WR,11,2021
Michael Gallup,4.0,59.5,0.5,0.0,0.0,0.0,0.0,8.7,DAL,WR,11,2021
Kenny Golladay,4.3,61.0,0.4,0.0,0.0,0.0,0.0,8.4,NYG,WR,11,2021
Tee Higgins,4.8,63.7,0.3,0.0,0.2,0.0,0.0,8.3,CIN,WR,11,2021
Mike Williams,4.3,63.3,0.3,0.0,0.0,0.0,0.0,8.3,LAC,WR,11,2021
Christian Kirk,4.9,60.1,0.3,0.2,1.2,0.0,0.1,7.6,ARI,WR,11,2021
Emmanuel Sanders,4.1,56.1,0.3,0.2,1.3,0.0,0.0,7.5,BUF,WR,11,2021
Chase Claypool,4.0,54.5,0.2,0.9,5.8,0.0,0.0,7.5,PIT,WR,11,2021
A.J. Green,3.9,52.6,0.4,0.0,0.0,0.0,0.0,7.5,ARI,WR,11,2021
Corey Davis,4.2,57.2,0.3,0.0,0.0,0.0,0.0,7.3,NYJ,WR,11,2021
Tre'Quan Smith,3.3,44.5,0.4,0.0,0.1,0.0,0.0,7.1,NO,WR,11,2021
Jakobi Meyers,5.3,57.6,0.2,0.0,0.1,0.0,0.0,7.1,NE,WR,11,2021
Rashod Bateman,4.5,59.1,0.2,0.0,0.2,0.0,0.0,7.1,BAL,WR,11,2021
Brandon Aiyuk,4.1,50.4,0.3,0.7,3.6,0.0,0.0,7.1,SF,WR,11,2021
Cole Beasley,4.8,52.2,0.3,0.0,0.0,0.0,0.0,6.8,BUF,WR,11,2021
Marvin Jones Jr.,4.0,50.0,0.3,0.0,0.0,0.0,0.0,6.7,JAC,WR,11,2021
Deonte Harty,3.8,49.5,0.2,0.6,4.2,0.0,0.0,6.7,NO,WR,11,2021
Kadarius Toney,4.4,49.6,0.2,0.6,2.8,0.0,0.0,6.3,NYG,WR,11,2021
Tyler Boyd,4.1,45.3,0.3,0.0,0.4,0.0,0.0,6.2,CIN,WR,11,2021
Marquez Callaway,3.6,47.1,0.2,0.0,0.0,0.0,0.0,6.1,NO,WR,11,2021
Bryan Edwards,3.0,47.7,0.2,0.0,0.0,0.0,0.0,6.1,LV,WR,11,2021
Nelson Agholor,3.4,44.0,0.2,0.2,0.7,0.0,0.0,5.9,NE,WR,11,2021
Kendrick Bourne,3.1,41.3,0.2,0.6,4.0,0.0,0.0,5.9,NE,WR,11,2021
Robby Anderson,3.4,41.3,0.3,0.0,0.2,0.0,0.0,5.7,CAR,WR,11,2021
Jamison Crowder,4.1,44.4,0.2,0.0,0.2,0.0,0.0,5.6,NYJ,WR,11,2021
Russell Gage,4.2,45.2,0.2,0.0,0.2,0.0,0.0,5.5,ATL,WR,11,2021
Rashard Higgins,2.6,40.8,0.2,0.1,0.4,0.0,0.0,5.5,CLE,WR,11,2021
Kalif Raymond,3.4,44.8,0.2,0.1,0.6,0.0,0.0,5.5,DET,WR,11,2021
Sammy Watkins,3.4,45.3,0.2,0.0,0.2,0.0,0.0,5.4,BAL,WR,11,2021
Darius Slayton,3.0,40.0,0.2,0.0,0.0,0.0,0.0,5.4,NYG,WR,11,2021
Mecole Hardman,3.3,41.0,0.2,0.4,2.6,0.0,0.1,5.4,KC,WR,11,2021
Laviska Shenault Jr.,3.8,38.7,0.2,0.9,4.4,0.0,0.0,5.3,JAC,WR,11,2021
Jamal Agnew,3.3,36.6,0.1,0.9,6.3,0.0,0.0,5.3,JAC,WR,11,2021
Amon-Ra St. Brown,3.9,45.6,0.1,0.0,0.1,0.0,0.0,5.3,DET,WR,11,2021
T.Y. Hilton,3.2,40.3,0.2,0.0,0.0,0.0,0.0,5.2,IND,WR,11,2021
Rondale Moore,3.5,36.2,0.2,1.2,5.7,0.0,0.0,5.2,ARI,WR,11,2021
Randall Cobb,3.1,37.6,0.2,0.1,0.2,0.0,0.0,5.2,GB,WR,11,2021
Marquez Valdes-Scantling,2.4,39.5,0.2,0.0,0.3,0.0,0.0,5.1,GB,WR,11,2021
Marcus Johnson,2.8,40.6,0.2,0.2,0.5,0.0,0.0,5.1,TEN,WR,11,2021
Quez Watkins,3.0,41.6,0.2,0.0,0.0,0.0,0.0,5.1,PHI,WR,11,2021
Olamide Zaccheaus,2.7,35.3,0.2,0.0,0.0,0.0,0.0,4.9,ATL,WR,11,2021
Elijah Moore,2.9,34.6,0.2,0.2,1.6,0.0,0.0,4.9,NYJ,WR,11,2021
Zach Pascal,3.2,36.9,0.2,0.0,0.1,0.0,0.0,4.8,IND,WR,11,2021
Cedrick Wilson Jr.,2.6,32.8,0.2,0.1,0.4,0.0,0.0,4.8,DAL,WR,11,2021
Tajae Sharpe,3.0,35.8,0.1,0.0,0.0,0.0,0.0,4.4,ATL,WR,11,2021
DeAndre Carter,2.6,33.0,0.1,0.6,3.0,0.0,0.0,4.4,WAS,WR,11,2021
Marquise Goodwin,2.3,34.7,0.1,0.1,0.3,0.0,0.0,4.3,CHI,WR,11,2021
K.J. Osborn,2.7,32.1,0.2,0.1,0.5,0.0,0.0,4.2,MIN,WR,11,2021
Nico Collins,2.7,33.9,0.1,0.0,0.1,0.0,0.0,4.0,HOU,WR,11,2021
Tyler Johnson,2.4,29.4,0.2,0.0,0.1,0.0,0.0,3.9,TB,WR,11,2021
Preston Williams,2.0,27.6,0.2,0.1,0.4,0.0,0.0,3.8,MIA,WR,11,2021
Keelan Cole Sr.,2.1,29.0,0.1,0.0,0.0,0.0,0.0,3.7,NYJ,WR,11,2021
Jalen Reagor,2.3,25.8,0.1,0.4,2.1,0.0,0.0,3.6,PHI,WR,11,2021
Danny Amendola,2.8,29.0,0.1,0.0,0.1,0.0,0.0,3.6,HOU,WR,11,2021
Devin Duvernay,2.3,23.8,0.1,0.4,2.9,0.0,0.0,3.5,BAL,WR,11,2021
DeSean Jackson,1.6,26.4,0.1,0.0,0.1,0.0,0.0,3.4,LV,WR,11,2021
Gabriel Davis,1.4,22.2,0.2,0.0,0.0,0.0,0.0,3.3,BUF,WR,11,2021
James Washington,1.9,25.5,0.1,0.1,1.0,0.0,0.0,3.3,PIT,WR,11,2021
Adam Humphries,2.4,26.0,0.1,0.0,0.1,0.0,0.0,3.2,WAS,WR,11,2021
Josh Reynolds,2.0,26.2,0.1,0.0,0.2,0.0,0.0,3.2,DET,WR,11,2021
